Round,Agent,Route,Cost
17,12,O-L-R-D,300
17,13,O-L-R-D,300
17,14,O-L-R-D,300
17,15,O-L-R-D,300
17,16,O-L-R-D,300
17,17,O-L-R-D,300
18,0,O-L-R-D,270
18,1,O-L-D,350
18,2,O-L-D,350
18,3,O-L-R-D,270
18,4,O-L-R-D,270
18,5,O-L-D,350
18,6,O-R-D,340
18,7,O-R-D,340
18,8,O-R-D,340
18,9,O-L-D,350
18,10,O-L-R-D,270
18,11,O-L-R-D,270
18,12,O-L-R-D,270
18,13,O-L-R-D,270
18,14,O-L-R-D,270
18,15,O-L-D,350
18,16,O-R-D,340
18,17,O-L-R-D,270
19,0,O-R-D,360
19,1,O-L-R-D,310
19,2,O-L-R-D,310
19,3,O-L-R-D,310
19,4,O-L-R-D,310
19,5,O-L-R-D,310
19,6,O-R-D,360
19,7,O-L-R-D,310
19,8,O-L-R-D,310
19,9,O-L-D,370
19,10,O-L-R-D,310
19,11,O-L-D,370
19,12,O-L-R-D,310
19,13,O-L-R-D,310
19,14,O-L-R-D,310
19,15,O-L-D,370
19,16,O-L-R-D,310
19,17,O-L-R-D,310
20,0,O-L-R-D,310
20,1,O-L-R-D,310
20,2,O-L-D,390
20,3,O-L-R-D,310
20,4,O-L-D,390
20,5,O-L-R-D,310
20,6,O-L-D,390
20,7,O-L-R-D,310
20,8,O-L-D,390
20,9,O-L-R-D,310
20,10,O-L-R-D,310
20,11,O-L-R-D,310
20,12,O-L-R-D,310
20,13,O-L-R-D,310
20,14,O-L-R-D,310
20,15,O-L-D,390
20,16,O-L-R-D,310
20,17,O-L-R-D,310
21,0,O-L-R-D,320
21,1,O-L-R-D,320
21,2,O-L-D,370
21,3,O-L-R-D,320
21,4,O-L-R-D,320
21,5,O-L-R-D,320
21,6,O-L-D,370
21,7,O-L-R-D,320
21,8,O-L-R-D,320
21,9,O-L-R-D,320
21,10,O-L-R-D,320
21,11,O-R-D,370
21,12,O-L-R-D,320
21,13,O-L-R-D,320
21,14,O-L-R-D,320
21,15,O-L-R-D,320
21,16,O-R-D,370
21,17,O-L-R-D,320
22,0,O-L-R-D,320
22,1,O-L-D,380
22,2,O-L-R-D,320
22,3,O-L-R-D,320
22,4,O-L-R-D,320
22,5,O-L-R-D,320
22,6,O-R-D,360
22,7,O-L-R-D,320
22,8,O-L-R-D,320
22,9,O-L-R-D,320
22,10,O-L-R-D,320
22,11,O-L-R-D,320
22,12,O-L-R-D,320
22,13,O-L-R-D,320
22,14,O-L-R-D,320
22,15,O-L-D,380
22,16,O-L-D,380
22,17,O-L-R-D,320
23,0,O-L-D,350
23,1,O-L-R-D,280
23,2,O-L-D,350
23,3,O-L-R-D,280
23,4,O-L-R-D,280
23,5,O-L-R-D,280
23,6,O-R-D,350
23,7,O-L-R-D,280
23,8,O-L-R-D,280
23,9,O-R-D,350
23,10,O-L-R-D,280
23,11,O-R-D,350
23,12,O-L-R-D,280
23,13,O-R-D,350
23,14,O-L-R-D,280
23,15,O-L-D,350
23,16,O-L-D,350
23,17,O-L-R-D,280
24,0,O-L-R-D,290
24,1,O-L-R-D,290
24,2,O-L-D,370
24,3,O-L-R-D,290
24,4,O-L-R-D,290
24,5,O-L-R-D,290
24,6,O-R-D,340
24,7,O-L-D,370
24,8,O-L-R-D,290
24,9,O-L-D,370
24,10,O-L-R-D,290
24,11,O-L-D,370
24,12,O-R-D,340
24,13,O-L-R-D,290
24,14,O-L-R-D,290
24,15,O-L-R-D,290
24,16,O-L-D,370
24,17,O-L-R-D,290
25,0,O-L-R-D,330
25,1,O-L-R-D,330
25,2,O-L-R-D,330
25,3,O-L-R-D,330
25,4,O-L-R-D,330
25,5,O-L-R-D,330
25,6,O-R-D,370
25,7,O-L-R-D,330
25,8,O-L-R-D,330
25,9,O-L-R-D,330
25,10,O-L-R-D,330
25,11,O-L-D,380
25,12,O-L-R-D,330
25,13,O-L-R-D,330
25,14,O-L-R-D,330
25,15,O-L-R-D,330
25,16,O-L-D,380
25,17,O-L-R-D,330
26,0,O-L-R-D,310
26,1,O-L-R-D,310
26,2,O-L-D,370
26,3,O-L-R-D,310
26,4,O-L-R-D,310
26,5,O-L-R-D,310
26,6,O-L-R-D,310
26,7,O-R-D,360
26,8,O-L-R-D,310
26,9,O-L-D,370
26,10,O-L-R-D,310
26,11,O-R-D,360
26,12,O-L-R-D,310
26,13,O-L-R-D,310
26,14,O-L-R-D,310
26,15,O-L-R-D,310
26,16,O-L-D,370
26,17,O-L-R-D,310
27,0,O-R-D,360
27,1,O-L-R-D,300
27,2,O-L-R-D,300
27,3,O-L-R-D,300
27,4,O-L-R-D,300
27,5,O-L-R-D,300
27,6,O-R-D,360
27,7,O-L-D,360
27,8,O-L-R-D,300
27,9,O-L-D,360
27,10,O-R-D,360
27,11,O-L-R-D,300
27,12,O-L-R-D,300
27,13,O-L-R-D,300
27,14,O-L-D,360
27,15,O-L-R-D,300
27,16,O-L-R-D,300
27,17,O-L-R-D,300
28,0,O-R-D,360
28,1,O-L-R-D,300
28,2,O-L-R-D,300
28,3,O-L-D,360
28,4,O-L-R-D,300
28,5,O-L-R-D,300
28,6,O-R-D,360
28,7,O-L-R-D,300
28,8,O-L-R-D,300
28,9,O-L-R-D,300
28,10,O-L-R-D,300
28,11,O-R-D,360
28,12,O-L-R-D,300
28,13,O-L-R-D,300
28,14,O-L-D,360
28,15,O-L-R-D,300
28,16,O-L-D,360
28,17,O-L-R-D,300
29,0,O-L-R-D,320
29,1,O-L-R-D,320
29,2,O-L-R-D,320
29,3,O-L-R-D,320
29,4,O-L-R-D,320
29,5,O-L-R-D,320
29,6,O-R-D,370
29,7,O-L-R-D,320
29,8,O-L-R-D,320
29,9,O-L-D,370
29,10,O-L-R-D,320
29,11,O-L-R-D,320
29,12,O-R-D,370
29,13,O-L-D,370
29,14,O-L-R-D,320
29,15,O-L-R-D,320
29,16,O-L-R-D,320
29,17,O-L-R-D,320
30,0,O-L-R-D,300
30,1,O-R-D,370
30,2,O-L-R-D,300
30,3,O-R-D,370
30,4,O-L-R-D,300
30,5,O-L-R-D,300
30,6,O-R-D,370
30,7,O-L-R-D,300
30,8,O-L-R-D,300
30,9,O-L-R-D,300
30,10,O-L-R-D,300
30,11,O-L-R-D,300
30,12,O-R-D,370
30,13,O-L-R-D,300
30,14,O-L-R-D,300
30,15,O-L-D,350
30,16,O-L-D,350
30,17,O-L-R-D,300
31,0,O-L-R-D,350
31,1,O-L-R-D,350
31,2,O-L-R-D,350
31,3,O-L-R-D,350
31,4,O-L-R-D,350
31,5,O-L-R-D,350
31,6,O-L-R-D,350
31,7,O-L-R-D,350
31,8,O-L-R-D,350
31,9,O-L-R-D,350
31,10,O-L-D,390
31,11,O-L-R-D,350
31,12,O-L-R-D,350
31,13,O-L-R-D,350
31,14,O-L-R-D,350
31,15,O-L-R-D,350
31,16,O-L-R-D,350
31,17,O-L-R-D,350
32,0,O-L-R-D,320
32,1,O-L-D,360
32,2,O-L-R-D,320
32,3,O-L-R-D,320
32,4,O-L-R-D,320
32,5,O-L-R-D,320
32,6,O-R-D,380
32,7,O-L-R-D,320
32,8,O-L-R-D,320
32,9,O-L-R-D,320
32,10,O-L-R-D,320
32,11,O-L-R-D,320
32,12,O-L-R-D,320
32,13,O-L-R-D,320
32,14,O-L-R-D,320
32,15,O-L-R-D,320
32,16,O-R-D,380
32,17,O-R-D,380
33,0,O-R-D,390
33,1,O-L-R-D,330
33,2,O-L-R-D,330
33,3,O-R-D,390
33,4,O-L-R-D,330
33,5,O-L-R-D,330
33,6,O-L-R-D,330
33,7,O-L-R-D,330
33,8,O-R-D,390
33,9,O-L-R-D,330
33,10,O-L-R-D,330
33,11,O-L-R-D,330
33,12,O-L-R-D,330
33,13,O-L-R-D,330
33,14,O-L-R-D,330
33,15,O-L-R-D,330
33,16,O-L-R-D,330
33,17,O-L-R-D,330
34,0,O-L-R-D,290
34,1,O-L-D,370
34,2,O-L-D,370
34,3,O-L-R-D,290
34,4,O-L-R-D,290
34,5,O-L-R-D,290
34,6,O-L-R-D,290
34,7,O-R-D,340
34,8,O-L-R-D,290
34,9,O-L-D,370
34,10,O-L-R-D,290
34,11,O-L-D,370
34,12,O-L-R-D,290
34,13,O-L-R-D,290
34,14,O-R-D,340
34,15,O-L-R-D,290
34,16,O-L-D,370
34,17,O-L-R-D,290
35,0,O-L-R-D,340
35,1,O-L-R-D,340
35,2,O-L-R-D,340
35,3,O-L-R-D,340
35,4,O-L-R-D,340
35,5,O-L-R-D,340
35,6,O-L-R-D,340
35,7,O-L-R-D,340
35,8,O-L-R-D,340
35,9,O-L-R-D,340
35,10,O-L-R-D,340
35,11,O-R-D,380
35,12,O-L-R-D,340
35,13,O-L-R-D,340
35,14,O-L-R-D,340
35,15,O-L-R-D,340
35,16,O-L-D,380
35,17,O-L-R-D,340
36,0,O-L-D,350
36,1,O-R-D,340
36,2,O-L-D,350
36,3,O-L-R-D,270
36,4,O-L-R-D,270
36,5,O-L-R-D,270
36,6,O-L-R-D,270
36,7,O-L-D,350
36,8,O-L-R-D,270
36,9,O-L-R-D,270
36,10,O-L-R-D,270
36,11,O-R-D,340
36,12,O-L-R-D,270
36,13,O-L-R-D,270
36,14,O-L-D,350
36,15,O-L-D,350
36,16,O-R-D,340
36,17,O-R-D,340
37,0,O-L-R-D,320
37,1,O-R-D,370
37,2,O-L-R-D,320
37,3,O-L-R-D,320
37,4,O-L-R-D,320
37,5,O-L-R-D,320
37,6,O-L-R-D,320
37,7,O-L-D,370
37,8,O-L-R-D,320
37,9,O-L-R-D,320
37,10,O-L-R-D,320
37,11,O-L-R-D,320
37,12,O-L-R-D,320
37,13,O-L-R-D,320
37,14,O-R-D,370
37,15,O-L-D,370
37,16,O-L-R-D,320
37,17,O-L-R-D,320
38,0,O-L-R-D,300
38,1,O-R-D,360
38,2,O-L-R-D,300
38,3,O-L-R-D,300
38,4,O-L-D,360
38,5,O-L-D,360
38,6,O-L-R-D,300
38,7,O-L-R-D,300
38,8,O-R-D,360
38,9,O-L-R-D,300
38,10,O-L-R-D,300
38,11,O-L-R-D,300
38,12,O-L-R-D,300
38,13,O-L-R-D,300
38,14,O-L-D,360
38,15,O-L-R-D,300
38,16,O-R-D,360
38,17,O-L-R-D,300
39,0,O-L-R-D,330
39,1,O-L-R-D,330
39,2,O-L-R-D,330
39,3,O-L-D,380
39,4,O-L-R-D,330
39,5,O-L-R-D,330
39,6,O-L-R-D,330
39,7,O-L-R-D,330
39,8,O-L-R-D,330
39,9,O-L-R-D,330
39,10,O-L-R-D,330
39,11,O-L-R-D,330
39,12,O-L-R-D,330
39,13,O-L-R-D,330
39,14,O-R-D,370
39,15,O-L-R-D,330
39,16,O-L-D,380
39,17,O-L-R-D,330
40,0,O-L-D,380
40,1,O-L-R-D,340
40,2,O-L-R-D,340
40,3,O-L-R-D,340
40,4,O-L-R-D,340
40,5,O-L-R-D,340
40,6,O-L-R-D,340
40,7,O-L-R-D,340
40,8,O-L-R-D,340
40,9,O-L-R-D,340
40,10,O-L-R-D,340
40,11,O-L-R-D,340
40,12,O-L-R-D,340
40,13,O-L-R-D,340
40,14,O-R-D,380
40,15,O-L-R-D,340
40,16,O-L-R-D,340
40,17,O-L-R-D,340
