Round,Agent,Route,Cost
8,5,O-R-D,340
8,6,O-R-D,340
8,7,O-L-D,260
8,8,O-L-D,260
8,9,O-R-D,340
8,10,O-R-D,340
8,11,O-R-D,340
8,12,O-L-D,260
8,13,O-L-D,260
8,14,O-R-D,340
8,15,O-R-D,340
8,16,O-R-D,340
8,17,O-R-D,340
9,0,O-L-D,360
9,1,O-L-D,360
9,2,O-L-D,360
9,3,O-R-D,240
9,4,O-L-D,360
9,5,O-L-D,360
9,6,O-L-D,360
9,7,O-R-D,240
9,8,O-L-D,360
9,9,O-L-D,360
9,10,O-R-D,240
9,11,O-L-D,360
9,12,O-L-D,360
9,13,O-L-D,360
9,14,O-L-D,360
9,15,O-L-D,360
9,16,O-L-D,360
9,17,O-L-D,360
10,0,O-R-D,320
10,1,O-L-D,280
10,2,O-R-D,320
10,3,O-R-D,320
10,4,O-R-D,320
10,5,O-R-D,320
10,6,O-L-D,280
10,7,O-L-D,280
10,8,O-R-D,320
10,9,O-L-D,280
10,10,O-R-D,320
10,11,O-R-D,320
10,12,O-L-D,280
10,13,O-R-D,320
10,14,O-L-D,280
10,15,O-R-D,320
10,16,O-R-D,320
10,17,O-L-D,280
11,0,O-R-D,270
11,1,O-L-D,330
11,2,O-R-D,270
11,3,O-L-D,330
11,4,O-R-D,270
11,5,O-R-D,270
11,6,O-L-D,330
11,7,O-L-D,330
11,8,O-L-D,330
11,9,O-R-D,270
11,10,O-L-D,330
11,11,O-L-D,330
11,12,O-L-D,330
11,13,O-L-D,330
11,14,O-L-D,330
11,15,O-L-D,330
11,16,O-R-D,270
11,17,O-L-D,330
12,0,O-R-D,310
12,1,O-L-D,290
12,2,O-L-D,290
12,3,O-R-D,310
12,4,O-R-D,310
12,5,O-R-D,310
12,6,O-L-D,290
12,7,O-R-D,310
12,8,O-L-D,290
12,9,O-L-D,290
12,10,O-R-D,310
12,11,O-R-D,310
12,12,O-L-D,290
12,13,O-R-D,310
12,14,O-L-D,290
12,15,O-L-D,290
12,16,O-R-D,310
12,17,O-R-D,310
13,0,O-R-D,270
13,1,O-L-D,330
13,2,O-R-D,270
13,3,O-R-D,270
13,4,O-L-D,330
13,5,O-R-D,270
13,6,O-L-D,330
13,7,O-L-D,330
13,8,O-L-D,330
13,9,O-L-D,330
13,10,O-L-D,330
13,11,O-R-D,270
13,12,O-L-D,330
13,13,O-L-D,330
13,14,O-L-D,330
13,15,O-L-D,330
13,16,O-R-D,270
13,17,O-L-D,330
14,0,O-R-D,330
14,1,O-R-D,330
14,2,O-R-D,330
14,3,O-R-D,330
14,4,O-R-D,330
14,5,O-R-D,330
14,6,O-L-D,270
14,7,O-R-D,330
14,8,O-L-D,270
14,9,O-L-D,270
14,10,O-R-D,330
14,11,O-R-D,330
14,12,O-R-D,330
14,13,O-L-D,270
14,14,O-L-D,270
14,15,O-L-D,270
14,16,O-R-D,330
14,17,O-R-D,330
15,0,O-L-D,300
15,1,O-L-D,300
15,2,O-R-D,300
15,3,O-R-D,300
15,4,O-L-D,300
15,5,O-R-D,300
15,6,O-R-D,300
15,7,O-R-D,300
15,8,O-R-D,300
15,9,O-L-D,300
15,10,O-L-D,300
15,11,O-R-D,300
15,12,O-L-D,300
15,13,O-L-D,300
15,14,O-L-D,300
15,15,O-R-D,300
15,16,O-R-D,300
15,17,O-L-D,300
16,0,O-R-D,290
16,1,O-R-D,290
16,2,O-R-D,290
16,3,O-L-D,310
16,4,O-L-D,310
16,5,O-R-D,290
16,6,O-L-D,310
16,7,O-R-D,290
16,8,O-L-D,310
16,9,O-R-D,290
16,10,O-L-D,310
16,11,O-L-D,310
16,12,O-L-D,310
16,13,O-L-D,310
16,14,O-L-D,310
16,15,O-L-D,310
16,16,O-R-D,290
16,17,O-R-D,290
17,0,O-R-D,350
17,1,O-R-D,350
17,2,O-R-D,350
17,3,O-R-D,350
17,4,O-R-D,350
17,5,O-R-D,350
17,6,O-L-D,250
17,7,O-R-D,350
17,8,O-L-D,250
17,9,O-R-D,350
17,10,O-R-D,350
17,11,O-R-D,350
17,12,O-R-D,350
17,13,O-R-D,350
17,14,O-L-D,250
17,15,O-L-D,250
17,16,O-R-D,350
17,17,O-R-D,350
18,0,O-R-D,270
18,1,O-R-D,270
18,2,O-L-D,330
18,3,O-L-D,330
18,4,O-L-D,330
18,5,O-L-D,330
18,6,O-L-D,330
18,7,O-L-D,330
18,8,O-R-D,270
18,9,O-L-D,330
18,10,O-L-D,330
18,11,O-L-D,330
18,12,O-L-D,330
18,13,O-R-D,270
18,14,O-R-D,270
18,15,O-L-D,330
18,16,O-R-D,270
18,17,O-L-D,330
19,0,O-L-D,310
19,1,O-L-D,310
19,2,O-L-D,310
19,3,O-L-D,310
19,4,O-R-D,290
19,5,O-R-D,290
19,6,O-L-D,310
19,7,O-R-D,290
19,8,O-R-D,290
19,9,O-L-D,310
19,10,O-R-D,290
19,11,O-L-D,310
19,12,O-L-D,310
19,13,O-R-D,290
19,14,O-R-D,290
19,15,O-L-D,310
19,16,O-L-D,310
19,17,O-R-D,290
20,0,O-R-D,290
20,1,O-L-D,310
20,2,O-L-D,310
20,3,O-R-D,290
20,4,O-L-D,310
20,5,O-R-D,290
20,6,O-L-D,310
20,7,O-R-D,290
20,8,O-R-D,290
20,9,O-L-D,310
20,10,O-L-D,310
20,11,O-L-D,310
20,12,O-L-D,310
20,13,O-R-D,290
20,14,O-L-D,310
20,15,O-R-D,290
20,16,O-R-D,290
20,17,O-L-D,310
21,0,O-R-D,320
21,1,O-L-D,280
21,2,O-R-D,320
21,3,O-R-D,320
21,4,O-L-D,280
21,5,O-R-D,320
21,6,O-R-D,320
21,7,O-R-D,320
21,8,O-L-D,280
21,9,O-L-D,280
21,10,O-R-D,320
21,11,O-L-D,280
21,12,O-R-D,320
21,13,O-R-D,320
21,14,O-R-D,320
21,15,O-L-D,280
21,16,O-R-D,320
21,17,O-L-D,280
22,0,O-L-D,340
22,1,O-L-D,340
22,2,O-L-D,340
22,3,O-L-D,340
22,4,O-L-D,340
22,5,O-R-D,260
22,6,O-L-D,340
22,7,O-R-D,260
22,8,O-L-D,340
22,9,O-R-D,260
22,10,O-L-D,340
22,11,O-L-D,340
22,12,O-L-D,340
22,13,O-R-D,260
22,14,O-L-D,340
22,15,O-L-D,340
22,16,O-R-D,260
22,17,O-L-D,340
23,0,O-R-D,340
23,1,O-R-D,340
23,2,O-R-D,340
23,3,O-L-D,260
23,4,O-L-D,260
23,5,O-R-D,340
23,6,O-R-D,340
23,7,O-R-D,340
23,8,O-L-D,260
23,9,O-R-D,340
23,10,O-L-D,260
23,11,O-R-D,340
23,12,O-R-D,340
23,13,O-R-D,340
23,14,O-R-D,340
23,15,O-L-D,260
23,16,O-R-D,340
23,17,O-R-D,340
24,0,O-L-D,320
24,1,O-L-D,320
24,2,O-L-D,320
24,3,O-L-D,320
24,4,O-L-D,320
24,5,O-R-D,280
24,6,O-L-D,320
24,7,O-L-D,320
24,8,O-R-D,280
24,9,O-R-D,280
24,10,O-R-D,280
24,11,O-L-D,320
24,12,O-L-D,320
24,13,O-R-D,280
24,14,O-R-D,280
24,15,O-L-D,320
24,16,O-R-D,280
24,17,O-L-D,320
25,0,O-R-D,310
25,1,O-L-D,290
25,2,O-L-D,290
25,3,O-L-D,290
25,4,O-R-D,310
25,5,O-R-D,310
25,6,O-R-D,310
25,7,O-R-D,310
25,8,O-L-D,290
25,9,O-R-D,310
25,10,O-L-D,290
25,11,O-L-D,290
25,12,O-L-D,290
25,13,O-R-D,310
25,14,O-R-D,310
25,15,O-R-D,310
25,16,O-R-D,310
25,17,O-L-D,290
26,0,O-R-D,330
26,1,O-L-D,270
26,2,O-R-D,330
26,3,O-L-D,270
26,4,O-R-D,330
26,5,O-R-D,330
26,6,O-R-D,330
26,7,O-R-D,330
26,8,O-L-D,270
26,9,O-L-D,270
26,10,O-L-D,270
26,11,O-R-D,330
26,12,O-R-D,330
26,13,O-R-D,330
26,14,O-R-D,330
26,15,O-R-D,330
26,16,O-R-D,330
26,17,O-L-D,270
27,0,O-R-D,300
27,1,O-L-D,300
27,2,O-L-D,300
27,3,O-R-D,300
27,4,O-L-D,300
27,5,O-R-D,300
27,6,O-L-D,300
27,7,O-R-D,300
27,8,O-L-D,300
27,9,O-R-D,300
27,10,O-L-D,300
27,11,O-R-D,300
27,12,O-R-D,300
27,13,O-R-D,300
27,14,O-L-D,300
27,15,O-L-D,300
27,16,O-R-D,300
27,17,O-L-D,300
28,0,O-R-D,290
28,1,O-L-D,310
28,2,O-R-D,290
28,3,O-L-D,310
28,4,O-L-D,310
28,5,O-R-D,290
28,6,O-L-D,310
28,7,O-L-D,310
28,8,O-L-D,310
28,9,O-L-D,310
28,10,O-R-D,290
28,11,O-L-D,310
28,12,O-L-D,310
28,13,O-R-D,290
28,14,O-R-D,290
28,15,O-R-D,290
28,16,O-R-D,290
28,17,O-L-D,310
29,0,O-R-D,330
29,1,O-L-D,270
29,2,O-L-D,270
29,3,O-R-D,330
29,4,O-R-D,330
29,5,O-R-D,330
29,6,O-R-D,330
29,7,O-R-D,330
29,8,O-L-D,270
29,9,O-R-D,330
29,10,O-L-D,270
29,11,O-R-D,330
29,12,O-L-D,270
29,13,O-R-D,330
29,14,O-R-D,330
29,15,O-R-D,330
29,16,O-R-D,330
29,17,O-L-D,270
30,0,O-L-D,320
30,1,O-L-D,320
30,2,O-R-D,280
30,3,O-L-D,320
30,4,O-L-D,320
30,5,O-L-D,320
30,6,O-R-D,280
30,7,O-L-D,320
30,8,O-L-D,320
30,9,O-R-D,280
30,10,O-L-D,320
30,11,O-L-D,320
30,12,O-R-D,280
30,13,O-R-D,280
30,14,O-R-D,280
30,15,O-L-D,320
30,16,O-R-D,280
30,17,O-L-D,320
31,0,O-L-D,340
31,1,O-L-D,340
31,2,O-L-D,340
31,3,O-L-D,340
31,4,O-R-D,260
31,5,O-L-D,340
31,6,O-L-D,340
31,7,O-L-D,340
31,8,O-L-D,340
31,9,O-L-D,340
31,10,O-L-D,340
31,11,O-L-D,340
31,12,O-R-D,260
31,13,O-R-D,260
31,14,O-R-D,260
31,15,O-L-D,340
31,16,O-R-D,260
31,17,O-L-D,340
32,0,O-R-D,380
32,1,O-R-D,380
32,2,O-R-D,380
32,3,O-R-D,380
32,4,O-R-D,380
32,5,O-R-D,380
32,6,O-R-D,380
32,7,O-R-D,380
32,8,O-R-D,380
32,9,O-L-D,220
32,10,O-R-D,380
32,11,O-R-D,380
32,12,O-R-D,380
32,13,O-R-D,380
32,14,O-R-D,380
32,15,O-R-D,380
32,16,O-R-D,380
32,17,O-R-D,380
33,0,O-L-D,350
33,1,O-L-D,350
33,2,O-R-D,250
33,3,O-L-D,350
33,4,O-L-D,350
33,5,O-L-D,350
33,6,O-L-D,350
33,7,O-L-D,350
33,8,O-R-D,250
33,9,O-R-D,250
33,10,O-L-D,350
33,11,O-L-D,350
33,12,O-L-D,350
33,13,O-L-D,350
33,14,O-R-D,250
33,15,O-L-D,350
33,16,O-L-D,350
33,17,O-L-D,350
34,0,O-L-D,250
34,1,O-R-D,350
34,2,O-L-D,250
34,3,O-R-D,350
34,4,O-R-D,350
34,5,O-R-D,350
34,6,O-L-D,250
34,7,O-L-D,250
34,8,O-R-D,350
34,9,O-R-D,350
34,10,O-R-D,350
34,11,O-R-D,350
34,12,O-R-D,350
34,13,O-R-D,350
34,14,O-R-D,350
34,15,O-R-D,350
34,16,O-R-D,350
34,17,O-R-D,350
35,0,O-R-D,290
35,1,O-L-D,310
35,2,O-L-D,310
35,3,O-R-D,290
35,4,O-R-D,290
35,5,O-R-D,290
35,6,O-L-D,310
35,7,O-R-D,290
35,8,O-L-D,310
35,9,O-R-D,290
35,10,O-R-D,290
35,11,O-L-D,310
35,12,O-R-D,290
35,13,O-L-D,310
35,14,O-L-D,310
35,15,O-L-D,310
35,16,O-L-D,310
35,17,O-L-D,310
36,0,O-R-D,300
36,1,O-L-D,300
36,2,O-L-D,300
36,3,O-R-D,300
36,4,O-R-D,300
36,5,O-R-D,300
36,6,O-L-D,300
36,7,O-L-D,300
36,8,O-R-D,300
36,9,O-R-D,300
36,10,O-L-D,300
36,11,O-R-D,300
36,12,O-R-D,300
36,13,O-L-D,300
36,14,O-R-D,300
36,15,O-L-D,300
36,16,O-L-D,300
36,17,O-L-D,300
37,0,O-R-D,270
37,1,O-L-D,330
37,2,O-R-D,270
37,3,O-L-D,330
37,4,O-R-D,270
37,5,O-R-D,270
37,6,O-L-D,330
37,7,O-L-D,330
37,8,O-L-D,330
37,9,O-L-D,330
37,10,O-L-D,330
37,11,O-L-D,330
37,12,O-R-D,270
37,13,O-L-D,330
37,14,O-L-D,330
37,15,O-R-D,270
37,16,O-L-D,330
37,17,O-L-D,330
38,0,O-L-D,280
38,1,O-L-D,280
38,2,O-L-D,280
38,3,O-R-D,320
38,4,O-R-D,320
38,5,O-R-D,320
38,6,O-L-D,280
38,7,O-R-D,320
38,8,O-R-D,320
38,9,O-R-D,320
38,10,O-L-D,280
38,11,O-R-D,320
38,12,O-R-D,320
38,13,O-R-D,320
38,14,O-L-D,280
38,15,O-R-D,320
38,16,O-R-D,320
38,17,O-L-D,280
39,0,O-L-D,320
39,1,O-L-D,320
39,2,O-R-D,280
39,3,O-R-D,280
39,4,O-L-D,320
39,5,O-R-D,280
39,6,O-L-D,320
39,7,O-R-D,280
39,8,O-R-D,280
39,9,O-R-D,280
39,10,O-L-D,320
39,11,O-R-D,280
39,12,O-L-D,320
39,13,O-L-D,320
39,14,O-L-D,320
39,15,O-L-D,320
39,16,O-L-D,320
39,17,O-L-D,320
40,0,O-R-D,320
40,1,O-L-D,280
40,2,O-L-D,280
40,3,O-R-D,320
40,4,O-R-D,320
40,5,O-R-D,320
40,6,O-L-D,280
40,7,O-L-D,280
40,8,O-R-D,320
40,9,O-R-D,320
40,10,O-R-D,320
40,11,O-R-D,320
40,12,O-L-D,280
40,13,O-L-D,280
40,14,O-R-D,320
40,15,O-R-D,320
40,16,O-R-D,320
40,17,O-L-D,280
