Round,Agent,Route,Payoff,Regret
14,7,O-L-D,30,130
15,7,O-R-D,30,130
16,7,O-L-D,30,130
17,7,O-R-D,30,130
18,7,O-L-D,30,130
19,7,O-R-D,40,110
20,7,O-L-D,40,110
21,7,O-R-D,40,110
22,7,O-L-D,50,90
23,7,O-R-D,40,110
24,7,O-L-D,40,110
25,7,O-R-D,40,110
26,7,O-L-D,40,110
27,7,O-R-D,40,110
28,7,O-L-D,50,90
29,7,O-R-D,40,110
30,7,O-L-D,30,130
31,7,O-R-D,30,130
32,7,O-L-D,30,130
33,7,O-R-D,30,130
34,7,O-L-D,40,110
35,7,O-R-D,40,110
36,7,O-L-D,50,90
37,7,O-R-D,40,110
38,7,O-L-D,40,110
39,7,O-R-D,50,90
40,7,O-L-D,40,110
1,8,O-R-D,50,90
2,8,O-L-D,10,170
3,8,O-R-D,10,170
4,8,O-L-D,10,170
5,8,O-R-D,20,150
6,8,O-L-D,40,110
7,8,O-R-D,30,130
8,8,O-L-D,20,150
9,8,O-R-D,20,150
10,8,O-L-D,30,130
11,8,O-R-D,40,110
12,8,O-L-D,30,130
13,8,O-R-D,30,130
14,8,O-L-D,30,130
15,8,O-R-D,30,130
16,8,O-L-D,30,130
17,8,O-R-D,30,130
18,8,O-L-D,30,130
19,8,O-R-D,40,110
20,8,O-L-D,40,110
21,8,O-R-D,40,110
22,8,O-L-D,50,90
23,8,O-R-D,40,110
24,8,O-L-D,40,110
25,8,O-R-D,40,110
26,8,O-L-D,40,110
27,8,O-R-D,40,110
28,8,O-L-D,50,90
29,8,O-R-D,40,110
30,8,O-L-D,30,130
31,8,O-R-D,30,130
32,8,O-L-D,30,130
33,8,O-R-D,30,130
34,8,O-L-D,40,110
35,8,O-R-D,40,110
36,8,O-L-D,50,90
37,8,O-R-D,40,110
38,8,O-L-D,40,110
39,8,O-R-D,50,90
40,8,O-L-D,40,110
1,9,O-R-D,50,90
2,9,O-L-D,10,170
3,9,O-R-D,10,170
4,9,O-L-D,10,170
5,9,O-R-D,20,150
6,9,O-L-D,40,110
7,9,O-R-D,30,130
8,9,O-L-D,20,150
9,9,O-R-D,20,150
10,9,O-L-D,30,130
11,9,O-R-D,40,110
12,9,O-L-D,30,130
13,9,O-R-D,30,130
14,9,O-L-D,30,130
15,9,O-R-D,30,130
16,9,O-L-D,30,130
17,9,O-R-D,30,130
18,9,O-L-D,30,130
19,9,O-R-D,40,110
20,9,O-L-D,40,110
21,9,O-R-D,40,110
22,9,O-L-D,50,90
23,9,O-R-D,40,110
24,9,O-L-D,40,110
25,9,O-R-D,40,110
26,9,O-L-D,40,110
27,9,O-R-D,40,110
28,9,O-L-D,50,90
29,9,O-R-D,40,110
30,9,O-L-D,30,130
31,9,O-R-D,30,130
32,9,O-L-D,30,130
33,9,O-R-D,30,130
34,9,O-L-D,40,110
35,9,O-R-D,40,110
36,9,O-L-D,50,90
37,9,O-R-D,40,110
38,9,O-L-D,40,110
39,9,O-R-D,50,90
40,9,O-L-D,40,110
1,10,O-R-D,50,90
2,10,O-L-D,10,170
3,10,O-R-D,10,170
4,10,O-L-D,10,170
5,10,O-L-D,180,0
6,10,O-L-D,40,110
7,10,O-R-D,30,130
8,10,O-L-D,20,150
9,10,O-R-D,20,150
10,10,O-L-D,30,130
11,10,O-R-D,40,110
12,10,O-L-D,30,130
13,10,O-R-D,30,130
14,10,O-L-D,30,130
15,10,O-R-D,30,130
16,10,O-L-D,30,130
17,10,O-R-D,30,130
18,10,O-L-D,30,130
19,10,O-R-D,40,110
20,10,O-L-D,40,110
21,10,O-R-D,40,110
22,10,O-R-D,150,0
23,10,O-R-D,40,110
24,10,O-L-D,40,110
25,10,O-R-D,40,110
26,10,O-L-D,40,110
27,10,O-R-D,40,110
28,10,O-L-D,50,90
29,10,O-R-D,40,110
30,10,O-L-D,30,130
31,10,O-R-D,30,130
32,10,O-L-D,30,130
33,10,O-R-D,30,130
34,10,O-L-D,40,110
35,10,O-R-D,40,110
36,10,O-R-D,150,0
37,10,O-R-D,40,110
38,10,O-L-D,40,110
39,10,O-R-D,50,90
40,10,O-L-D,40,110
1,11,O-R-D,50,90
2,11,O-L-D,10,170
3,11,O-R-D,10,170
4,11,O-L-D,10,170
5,11,O-R-D,20,150
6,11,O-L-D,40,110
7,11,O-L-D,170,0
8,11,O-R-D,180,0
9,11,O-L-D,180,0
10,11,O-R-D,170,0
11,11,O-L-D,160,0
12,11,O-R-D,170,0
13,11,O-L-D,170,0
14,11,O-R-D,170,0
15,11,O-L-D,170,0
16,11,O-R-D,170,0
17,11,O-L-D,170,0
18,11,O-R-D,170,0
19,11,O-L-D,160,0
20,11,O-R-D,160,0
21,11,O-L-D,160,0
22,11,O-R-D,150,0
23,11,O-L-D,160,0
24,11,O-R-D,160,0
25,11,O-L-D,160,0
26,11,O-R-D,160,0
27,11,O-L-D,160,0
28,11,O-R-D,150,0
29,11,O-L-D,160,0
30,11,O-R-D,170,0
31,11,O-L-D,170,0
32,11,O-R-D,170,0
33,11,O-L-D,170,0
34,11,O-R-D,160,0
35,11,O-L-D,160,0
36,11,O-R-D,150,0
37,11,O-L-D,160,0
38,11,O-R-D,160,0
39,11,O-L-D,150,0
40,11,O-R-D,160,0
1,12,O-R-D,50,90
2,12,O-L-D,10,170
3,12,O-R-D,10,170
4,12,O-L-D,10,170
5,12,O-R-D,20,150
6,12,O-L-D,40,110
7,12,O-R-D,30,130
8,12,O-L-D,20,150
9,12,O-R-D,20,150
10,12,O-L-D,30,130
11,12,O-R-D,40,110
12,12,O-L-D,30,130
13,12,O-R-D,30,130
14,12,O-L-D,30,130
15,12,O-R-D,30,130
16,12,O-L-D,30,130
17,12,O-R-D,30,130
18,12,O-L-D,30,130
19,12,O-R-D,40,110
20,12,O-L-D,40,110
21,12,O-R-D,40,110
22,12,O-L-D,50,90
23,12,O-R-D,40,110
24,12,O-L-D,40,110
25,12,O-R-D,40,110
26,12,O-L-D,40,110
27,12,O-R-D,40,110
28,12,O-L-D,50,90
29,12,O-R-D,40,110
30,12,O-L-D,30,130
31,12,O-R-D,30,130
32,12,O-L-D,30,130
33,12,O-R-D,30,130
34,12,O-L-D,40,110
35,12,O-R-D,40,110
36,12,O-L-D,50,90
37,12,O-R-D,40,110
38,12,O-L-D,40,110
39,12,O-R-D,50,90
40,12,O-L-D,40,110
1,13,O-L-D,150,0
2,13,O-L-D,10,170
3,13,O-R-D,10,170
4,13,O-L-D,10,170
5,13,O-R-D,20,150
6,13,O-L-D,40,110
7,13,O-R-D,30,130
8,13,O-L-D,20,150
9,13,O-R-D,20,150
10,13,O-L-D,30,130
11,13,O-R-D,40,110
12,13,O-L-D,30,130
13,13,O-R-D,30,130
14,13,O-L-D,30,130
15,13,O-R-D,30,130
16,13,O-L-D,30,130
17,13,O-R-D,30,130
18,13,O-L-D,30,130
19,13,O-R-D,40,110
20,13,O-L-D,40,110
21,13,O-R-D,40,110
22,13,O-L-D,50,90
23,13,O-R-D,40,110
24,13,O-L-D,40,110
25,13,O-R-D,40,110
26,13,O-L-D,40,110
27,13,O-R-D,40,110
28,13,O-L-D,50,90
29,13,O-R-D,40,110
30,13,O-L-D,30,130
31,13,O-R-D,30,130
32,13,O-L-D,30,130
33,13,O-R-D,30,130
34,13,O-L-D,40,110
35,13,O-R-D,40,110
36,13,O-L-D,50,90
37,13,O-R-D,40,110
38,13,O-L-D,40,110
39,13,O-R-D,50,90
40,13,O-L-D,40,110
1,14,O-R-D,50,90
2,14,O-L-D,10,170
3,14,O-R-D,10,170
4,14,O-L-D,10,170
5,14,O-R-D,20,150
6,14,O-L-D,40,110
7,14,O-R-D,30,130
8,14,O-L-D,20,150
9,14,O-R-D,20,150
10,14,O-L-D,30,130
11,14,O-R-D,40,110
12,14,O-L-D,30,130
13,14,O-R-D,30,130
14,14,O-L-D,30,130
15,14,O-R-D,30,130
16,14,O-L-D,30,130
17,14,O-R-D,30,130
18,14,O-L-D,30,130
19,14,O-R-D,40,110
20,14,O-L-D,40,110
21,14,O-R-D,40,110
22,14,O-L-D,50,90
23,14,O-R-D,40,110
24,14,O-L-D,40,110
25,14,O-R-D,40,110
26,14,O-L-D,40,110
27,14,O-R-D,40,110
28,14,O-L-D,50,90
29,14,O-R-D,40,110
30,14,O-L-D,30,130
31,14,O-R-D,30,130
32,14,O-L-D,30,130
33,14,O-R-D,30,130
34,14,O-L-D,40,110
35,14,O-R-D,40,110
36,14,O-L-D,50,90
37,14,O-R-D,40,110
38,14,O-L-D,40,110
39,14,O-R-D,50,90
40,14,O-L-D,40,110
1,15,O-R-D,50,90
2,15,O-L-D,10,170
3,15,O-R-D,10,170
4,15,O-L-D,10,170
5,15,O-R-D,20,150
6,15,O-L-D,40,110
7,15,O-R-D,30,130
8,15,O-L-D,20,150
9,15,O-R-D,20,150
10,15,O-L-D,30,130
11,15,O-R-D,40,110
12,15,O-L-D,30,130
13,15,O-R-D,30,130
14,15,O-L-D,30,130
15,15,O-R-D,30,130
16,15,O-L-D,30,130
17,15,O-R-D,30,130
18,15,O-L-D,30,130
19,15,O-R-D,40,110
20,15,O-L-D,40,110
21,15,O-R-D,40,110
22,15,O-L-D,50,90
23,15,O-R-D,40,110
24,15,O-L-D,40,110
25,15,O-R-D,40,110
26,15,O-L-D,40,110
27,15,O-R-D,40,110
28,15,O-L-D,50,90
29,15,O-R-D,40,110
30,15,O-L-D,30,130
31,15,O-R-D,30,130
32,15,O-L-D,30,130
33,15,O-R-D,30,130
34,15,O-L-D,40,110
35,15,O-R-D,40,110
36,15,O-L-D,50,90
37,15,O-R-D,40,110
38,15,O-L-D,40,110
39,15,O-R-D,50,90
40,15,O-L-D,40,110
1,16,O-R-D,50,90
2,16,O-L-D,10,170
3,16,O-R-D,10,170
4,16,O-L-D,10,170
5,16,O-R-D,20,150
6,16,O-L-D,40,110
7,16,O-R-D,30,130
8,16,O-L-D,20,150
9,16,O-R-D,20,150
10,16,O-L-D,30,130
11,16,O-R-D,40,110
12,16,O-L-D,30,130
13,16,O-R-D,30,130
14,16,O-L-D,30,130
15,16,O-R-D,30,130
16,16,O-L-D,30,130
17,16,O-R-D,30,130
18,16,O-L-D,30,130
19,16,O-R-D,40,110
20,16,O-L-D,40,110
21,16,O-R-D,40,110
22,16,O-L-D,50,90
23,16,O-R-D,40,110
24,16,O-L-D,40,110
25,16,O-R-D,40,110
26,16,O-L-D,40,110
27,16,O-R-D,40,110
28,16,O-L-D,50,90
29,16,O-R-D,40,110
30,16,O-L-D,30,130
31,16,O-R-D,30,130
32,16,O-L-D,30,130
33,16,O-R-D,30,130
34,16,O-L-D,40,110
35,16,O-R-D,40,110
36,16,O-L-D,50,90
37,16,O-R-D,40,110
38,16,O-L-D,40,110
39,16,O-R-D,50,90
40,16,O-L-D,40,110
1,17,O-R-D,50,90
2,17,O-L-D,10,170
3,17,O-R-D,10,170
4,17,O-L-D,10,170
5,17,O-R-D,20,150
6,17,O-L-D,40,110
7,17,O-R-D,30,130
8,17,O-L-D,20,150
9,17,O-R-D,20,150
10,17,O-L-D,30,130
11,17,O-R-D,40,110
12,17,O-L-D,30,130
13,17,O-R-D,30,130
14,17,O-L-D,30,130
15,17,O-R-D,30,130
16,17,O-L-D,30,130
17,17,O-R-D,30,130
18,17,O-L-D,30,130
19,17,O-R-D,40,110
20,17,O-L-D,40,110
21,17,O-R-D,40,110
22,17,O-L-D,50,90
23,17,O-R-D,40,110
24,17,O-L-D,40,110
25,17,O-R-D,40,110
26,17,O-L-D,40,110
27,17,O-R-D,40,110
28,17,O-L-D,50,90
29,17,O-R-D,40,110
30,17,O-L-D,30,130
31,17,O-R-D,30,130
32,17,O-L-D,30,130
33,17,O-R-D,30,130
34,17,O-L-D,40,110
35,17,O-R-D,40,110
36,17,O-L-D,50,90
37,17,O-R-D,40,110
38,17,O-L-D,40,110
39,17,O-R-D,50,90
40,17,O-L-D,40,110
