Round,Agent,Route,Payoff,Regret
34,10,O-L-D,100,0
35,10,O-L-D,100,0
36,10,O-R-D,60,70
37,10,O-L-D,30,130
38,10,O-L-D,160,0
39,10,O-R-D,130,0
40,10,O-L-D,40,110
1,11,O-L-D,140,0
2,11,O-L-D,20,150
3,11,O-R-D,50,90
4,11,O-L-D,60,70
5,11,O-R-D,60,70
6,11,O-L-D,70,50
7,11,O-R-D,70,50
8,11,O-L-D,80,30
9,11,O-L-D,120,0
10,11,O-R-D,120,0
11,11,O-L-D,100,0
12,11,O-L-D,80,30
13,11,O-R-D,80,30
14,11,O-R-D,110,0
15,11,O-R-D,110,0
16,11,O-R-D,70,50
17,11,O-L-D,110,0
18,11,O-R-D,120,0
19,11,O-L-D,130,0
20,11,O-L-D,80,30
21,11,O-R-D,90,10
22,11,O-L-D,110,0
23,11,O-R-D,110,0
24,11,O-L-D,90,10
25,11,O-R-D,110,0
26,11,O-R-D,90,10
27,11,O-R-D,120,0
28,11,O-R-D,70,50
29,11,O-R-D,100,0
30,11,O-L-D,80,30
31,11,O-R-D,80,30
32,11,O-R-D,80,30
33,11,O-R-D,90,10
34,11,O-R-D,100,0
35,11,O-L-D,100,0
36,11,O-R-D,60,70
37,11,O-L-D,30,130
38,11,O-R-D,40,110
39,11,O-L-D,70,50
40,11,O-L-D,40,110
1,12,O-R-D,60,70
2,12,O-L-D,20,150
3,12,O-L-D,150,0
4,12,O-L-D,60,70
5,12,O-R-D,60,70
6,12,O-L-D,70,50
7,12,O-L-D,130,0
8,12,O-R-D,120,0
9,12,O-R-D,80,30
10,12,O-L-D,80,30
11,12,O-R-D,100,0
12,12,O-R-D,120,0
13,12,O-L-D,120,0
14,12,O-R-D,110,0
15,12,O-R-D,110,0
16,12,O-R-D,70,50
17,12,O-R-D,90,10
18,12,O-L-D,80,30
19,12,O-R-D,70,50
20,12,O-L-D,80,30
21,12,O-R-D,90,10
22,12,O-L-D,110,0
23,12,O-R-D,110,0
24,12,O-R-D,110,0
25,12,O-L-D,90,10
26,12,O-R-D,90,10
27,12,O-L-D,80,30
28,12,O-L-D,130,0
29,12,O-R-D,100,0
30,12,O-L-D,80,30
31,12,O-R-D,80,30
32,12,O-R-D,80,30
33,12,O-L-D,110,0
34,12,O-R-D,100,0
35,12,O-L-D,100,0
36,12,O-L-D,140,0
37,12,O-L-D,30,130
38,12,O-R-D,40,110
39,12,O-L-D,70,50
40,12,O-L-D,40,110
1,13,O-R-D,60,70
2,13,O-L-D,20,150
3,13,O-L-D,150,0
4,13,O-L-D,60,70
5,13,O-R-D,60,70
6,13,O-R-D,130,0
7,13,O-R-D,70,50
8,13,O-L-D,80,30
9,13,O-R-D,80,30
10,13,O-L-D,80,30
11,13,O-R-D,100,0
12,13,O-L-D,80,30
13,13,O-R-D,80,30
14,13,O-L-D,90,10
15,13,O-L-D,90,10
16,13,O-R-D,70,50
17,13,O-L-D,110,0
18,13,O-L-D,80,30
19,13,O-R-D,70,50
20,13,O-R-D,120,0
21,13,O-R-D,90,10
22,13,O-R-D,90,10
23,13,O-R-D,110,0
24,13,O-L-D,90,10
25,13,O-L-D,90,10
26,13,O-R-D,90,10
27,13,O-L-D,80,30
28,13,O-R-D,70,50
29,13,O-L-D,100,0
30,13,O-R-D,120,0
31,13,O-R-D,80,30
32,13,O-R-D,80,30
33,13,O-R-D,90,10
34,13,O-R-D,100,0
35,13,O-R-D,100,0
36,13,O-R-D,60,70
37,13,O-L-D,30,130
38,13,O-R-D,40,110
39,13,O-R-D,130,0
40,13,O-L-D,40,110
1,14,O-L-D,140,0
2,14,O-L-D,20,150
3,14,O-R-D,50,90
4,14,O-R-D,140,0
5,14,O-R-D,60,70
6,14,O-L-D,70,50
7,14,O-R-D,70,50
8,14,O-L-D,80,30
9,14,O-L-D,120,0
10,14,O-L-D,80,30
11,14,O-L-D,100,0
12,14,O-R-D,120,0
13,14,O-R-D,80,30
14,14,O-L-D,90,10
15,14,O-R-D,110,0
16,14,O-R-D,70,50
17,14,O-L-D,110,0
18,14,O-R-D,120,0
19,14,O-R-D,70,50
20,14,O-R-D,120,0
21,14,O-L-D,110,0
22,14,O-R-D,90,10
23,14,O-L-D,90,10
24,14,O-R-D,110,0
25,14,O-L-D,90,10
26,14,O-L-D,110,0
27,14,O-L-D,80,30
28,14,O-R-D,70,50
29,14,O-R-D,100,0
30,14,O-R-D,120,0
31,14,O-R-D,80,30
32,14,O-L-D,120,0
33,14,O-R-D,90,10
34,14,O-L-D,100,0
35,14,O-R-D,100,0
36,14,O-L-D,140,0
37,14,O-L-D,30,130
38,14,O-R-D,40,110
39,14,O-L-D,70,50
40,14,O-R-D,160,0
1,15,O-R-D,60,70
2,15,O-L-D,20,150
3,15,O-R-D,50,90
4,15,O-R-D,140,0
5,15,O-L-D,140,0
6,15,O-R-D,130,0
7,15,O-L-D,130,0
8,15,O-R-D,120,0
9,15,O-R-D,80,30
10,15,O-L-D,80,30
11,15,O-L-D,100,0
12,15,O-L-D,80,30
13,15,O-R-D,80,30
14,15,O-L-D,90,10
15,15,O-R-D,110,0
16,15,O-R-D,70,50
17,15,O-L-D,110,0
18,15,O-L-D,80,30
19,15,O-R-D,70,50
20,15,O-L-D,80,30
21,15,O-R-D,90,10
22,15,O-R-D,90,10
23,15,O-L-D,90,10
24,15,O-R-D,110,0
25,15,O-L-D,90,10
26,15,O-R-D,90,10
27,15,O-L-D,80,30
28,15,O-R-D,70,50
29,15,O-R-D,100,0
30,15,O-R-D,120,0
31,15,O-L-D,120,0
32,15,O-L-D,120,0
33,15,O-L-D,110,0
34,15,O-R-D,100,0
35,15,O-L-D,100,0
36,15,O-R-D,60,70
37,15,O-L-D,30,130
38,15,O-R-D,40,110
39,15,O-L-D,70,50
40,15,O-L-D,40,110
1,16,O-R-D,60,70
2,16,O-L-D,20,150
3,16,O-R-D,50,90
4,16,O-L-D,60,70
5,16,O-R-D,60,70
6,16,O-R-D,130,0
7,16,O-R-D,70,50
8,16,O-L-D,80,30
9,16,O-L-D,120,0
10,16,O-R-D,120,0
11,16,O-L-D,100,0
12,16,O-L-D,80,30
13,16,O-R-D,80,30
14,16,O-L-D,90,10
15,16,O-R-D,110,0
16,16,O-L-D,130,0
17,16,O-R-D,90,10
18,16,O-L-D,80,30
19,16,O-L-D,130,0
20,16,O-L-D,80,30
21,16,O-R-D,90,10
22,16,O-L-D,110,0
23,16,O-R-D,110,0
24,16,O-R-D,110,0
25,16,O-L-D,90,10
26,16,O-L-D,110,0
27,16,O-R-D,120,0
28,16,O-L-D,130,0
29,16,O-L-D,100,0
30,16,O-R-D,120,0
31,16,O-L-D,120,0
32,16,O-R-D,80,30
33,16,O-L-D,110,0
34,16,O-R-D,100,0
35,16,O-L-D,100,0
36,16,O-R-D,60,70
37,16,O-L-D,30,130
38,16,O-R-D,40,110
39,16,O-L-D,70,50
40,16,O-L-D,40,110
1,17,O-L-D,140,0
2,17,O-L-D,20,150
3,17,O-R-D,50,90
4,17,O-R-D,140,0
5,17,O-R-D,60,70
6,17,O-L-D,70,50
7,17,O-L-D,130,0
8,17,O-R-D,120,0
9,17,O-R-D,80,30
10,17,O-L-D,80,30
11,17,O-R-D,100,0
12,17,O-L-D,80,30
13,17,O-R-D,80,30
14,17,O-L-D,90,10
15,17,O-L-D,90,10
16,17,O-R-D,70,50
17,17,O-L-D,110,0
18,17,O-R-D,120,0
19,17,O-R-D,70,50
20,17,O-R-D,120,0
21,17,O-L-D,110,0
22,17,O-R-D,90,10
23,17,O-L-D,90,10
24,17,O-L-D,90,10
25,17,O-R-D,110,0
26,17,O-L-D,110,0
27,17,O-R-D,120,0
28,17,O-L-D,130,0
29,17,O-R-D,100,0
30,17,O-L-D,80,30
31,17,O-R-D,80,30
32,17,O-R-D,80,30
33,17,O-R-D,90,10
34,17,O-L-D,100,0
35,17,O-R-D,100,0
36,17,O-L-D,140,0
37,17,O-R-D,170,0
38,17,O-R-D,40,110
39,17,O-L-D,70,50
40,17,O-L-D,40,110
