Round,Agent,Route,Payoff,Regret
9,2,O-R-D,10,100
10,2,O-L-D,10,70
11,2,O-R-D,40,130
12,2,O-L-D,10,100
13,2,O-R-D,20,80
14,2,O-L-D,20,70
15,2,O-R-D,40,100
16,2,O-L-D,20,80
17,2,O-R-D,10,70
18,2,O-L-D,80,90
19,2,O-L-R-D,60,0
20,2,O-R-D,50,150
21,2,O-L-D,10,110
22,2,O-R-D,10,90
23,2,O-L-D,10,100
24,2,O-R-D,10,90
25,2,O-L-R-D,90,0
26,2,O-L-R-D,200,0
27,2,O-L-R-D,110,0
28,2,O-L-R-D,110,0
29,2,O-L-R-D,90,0
30,2,O-L-D,130,70
31,2,O-L-D,10,100
32,2,O-R-D,10,80
33,2,O-L-R-D,170,0
34,2,O-L-R-D,60,0
35,2,O-R-D,50,150
36,2,O-L-R-D,120,0
37,2,O-L-R-D,100,0
38,2,O-L-R-D,120,0
39,2,O-L-R-D,50,0
40,2,O-R-D,50,160
1,3,O-L-R-D,40,0
2,3,O-R-D,60,150
3,3,O-L-D,30,80
4,3,O-R-D,20,70
5,3,O-L-D,60,80
6,3,O-L-R-D,50,0
7,3,O-R-D,40,170
8,3,O-L-D,10,100
9,3,O-R-D,10,100
10,3,O-L-D,10,70
11,3,O-R-D,40,130
12,3,O-L-D,10,100
13,3,O-R-D,20,80
14,3,O-L-D,20,70
15,3,O-R-D,40,100
16,3,O-L-D,20,80
17,3,O-R-D,10,70
18,3,O-L-D,80,90
19,3,O-R-D,10,40
20,3,O-L-D,140,60
21,3,O-L-D,10,110
22,3,O-R-D,10,90
23,3,O-L-D,10,100
24,3,O-R-D,10,90
25,3,O-L-R-D,90,0
26,3,O-L-D,130,60
27,3,O-L-D,10,90
28,3,O-R-D,20,80
29,3,O-L-D,20,60
30,3,O-R-D,60,140
31,3,O-L-D,10,100
32,3,O-R-D,10,80
33,3,O-L-D,80,80
34,3,O-L-D,10,40
35,3,O-R-D,50,150
36,3,O-L-D,10,100
37,3,O-R-D,20,70
38,3,O-L-D,50,60
39,3,O-L-R-D,50,0
40,3,O-R-D,50,160
1,4,O-L-R-D,40,0
2,4,O-L-D,140,70
3,4,O-L-D,30,80
4,4,O-R-D,20,70
5,4,O-L-D,60,80
6,4,O-L-R-D,50,0
7,4,O-L-D,160,50
8,4,O-L-D,10,100
9,4,O-R-D,10,100
10,4,O-L-D,10,70
11,4,O-R-D,40,130
12,4,O-L-D,10,100
13,4,O-R-D,20,80
14,4,O-L-D,20,70
15,4,O-R-D,40,100
16,4,O-L-D,20,80
17,4,O-R-D,10,70
18,4,O-L-D,80,90
19,4,O-L-R-D,60,0
20,4,O-R-D,50,150
21,4,O-L-D,10,110
22,4,O-R-D,10,90
23,4,O-L-D,10,100
24,4,O-R-D,10,90
25,4,O-L-D,20,60
26,4,O-R-D,50,140
27,4,O-L-D,10,90
28,4,O-R-D,20,80
29,4,O-L-D,20,60
30,4,O-R-D,60,140
31,4,O-L-D,10,100
32,4,O-R-D,10,80
33,4,O-L-D,80,80
34,4,O-L-R-D,60,0
35,4,O-R-D,50,150
36,4,O-L-D,10,100
37,4,O-R-D,20,70
38,4,O-L-D,50,60
39,4,O-R-D,10,30
40,4,O-L-D,150,60
1,5,O-L-R-D,40,0
2,5,O-R-D,60,150
3,5,O-L-R-D,120,0
4,5,O-L-R-D,100,0
5,5,O-L-R-D,150,0
6,5,O-L-R-D,50,0
7,5,O-R-D,40,170
8,5,O-L-R-D,120,0
9,5,O-L-R-D,120,0
10,5,O-L-R-D,90,0
11,5,O-R-D,40,130
12,5,O-L-R-D,120,0
13,5,O-L-R-D,110,0
14,5,O-L-R-D,100,0
15,5,O-L-R-D,150,0
16,5,O-L-R-D,110,0
17,5,O-L-R-D,90,0
18,5,O-R-D,80,90
19,5,O-L-R-D,60,0
20,5,O-L-D,140,60
21,5,O-L-D,10,110
22,5,O-R-D,10,90
23,5,O-L-D,10,100
24,5,O-R-D,10,90
25,5,O-L-D,20,60
26,5,O-R-D,50,140
27,5,O-L-R-D,110,0
28,5,O-L-R-D,110,0
29,5,O-L-R-D,90,0
30,5,O-R-D,60,140
31,5,O-L-R-D,120,0
32,5,O-L-R-D,100,0
33,5,O-R-D,70,90
34,5,O-L-R-D,60,0
35,5,O-L-D,140,60
36,5,O-L-D,10,100
37,5,O-R-D,20,70
38,5,O-L-R-D,120,0
39,5,O-L-R-D,50,0
40,5,O-R-D,50,160
1,6,O-L-R-D,40,0
2,6,O-L-D,140,70
3,6,O-R-D,70,40
4,6,O-L-D,60,30
5,6,O-R-D,70,70
6,6,O-L-D,10,30
7,6,O-R-D,40,170
8,6,O-L-D,10,100
9,6,O-R-D,10,100
10,6,O-L-D,10,70
11,6,O-R-D,40,130
12,6,O-L-D,10,100
13,6,O-R-D,20,80
14,6,O-L-D,20,70
15,6,O-R-D,40,100
16,6,O-L-D,20,80
17,6,O-R-D,10,70
18,6,O-L-D,80,90
19,6,O-L-R-D,60,0
20,6,O-R-D,50,150
21,6,O-L-D,10,110
22,6,O-R-D,10,90
23,6,O-L-D,10,100
24,6,O-R-D,10,90
25,6,O-L-D,20,60
26,6,O-R-D,50,140
27,6,O-L-D,10,90
28,6,O-R-D,20,80
29,6,O-L-D,20,60
30,6,O-R-D,60,140
31,6,O-L-D,10,100
32,6,O-R-D,10,80
33,6,O-L-D,80,80
34,6,O-L-R-D,60,0
35,6,O-R-D,50,150
36,6,O-L-D,10,100
37,6,O-R-D,20,70
38,6,O-L-D,50,60
39,6,O-L-R-D,50,0
40,6,O-R-D,50,160
1,7,O-L-R-D,40,0
2,7,O-R-D,60,150
3,7,O-L-D,30,80
4,7,O-L-R-D,100,0
5,7,O-L-R-D,150,0
6,7,O-L-R-D,50,0
7,7,O-R-D,40,170
8,7,O-L-D,10,100
9,7,O-R-D,10,100
10,7,O-L-R-D,90,0
11,7,O-L-R-D,180,0
12,7,O-L-R-D,120,0
13,7,O-L-R-D,110,0
14,7,O-L-R-D,100,0
15,7,O-L-R-D,150,0
16,7,O-L-R-D,110,0
17,7,O-L-R-D,90,0
18,7,O-L-R-D,180,0
19,7,O-L-R-D,60,0
20,7,O-R-D,50,150
21,7,O-L-R-D,130,0
22,7,O-L-R-D,110,0
23,7,O-L-R-D,120,0
24,7,O-L-R-D,110,0
25,7,O-L-R-D,90,0
26,7,O-R-D,50,140
27,7,O-L-D,10,90
28,7,O-R-D,20,80
29,7,O-L-R-D,90,0
30,7,O-R-D,60,140
31,7,O-L-D,10,100
32,7,O-R-D,10,80
33,7,O-L-R-D,170,0
34,7,O-L-R-D,60,0
35,7,O-R-D,50,150
36,7,O-L-D,10,100
37,7,O-L-R-D,100,0
38,7,O-L-R-D,120,0
39,7,O-L-R-D,50,0
40,7,O-R-D,50,160
1,8,O-L-R-D,40,0
2,8,O-L-D,140,70
3,8,O-L-R-D,120,0
4,8,O-L-R-D,100,0
5,8,O-L-D,60,80
6,8,O-L-R-D,50,0
7,8,O-L-D,160,50
8,8,O-L-D,10,100
9,8,O-L-R-D,120,0
10,8,O-L-R-D,90,0
11,8,O-L-R-D,180,0
12,8,O-L-R-D,120,0
13,8,O-L-R-D,110,0
14,8,O-L-R-D,100,0
15,8,O-L-R-D,150,0
16,8,O-L-R-D,110,0
17,8,O-L-R-D,90,0
18,8,O-L-R-D,180,0
19,8,O-L-R-D,60,0
20,8,O-L-R-D,210,0
21,8,O-L-R-D,130,0
22,8,O-L-R-D,110,0
23,8,O-L-R-D,120,0
24,8,O-L-R-D,110,0
25,8,O-L-R-D,90,0
26,8,O-L-D,130,60
27,8,O-L-D,10,90
28,8,O-L-R-D,110,0
29,8,O-L-R-D,90,0
30,8,O-L-D,130,70
31,8,O-L-D,10,100
32,8,O-L-R-D,100,0
33,8,O-L-R-D,170,0
34,8,O-L-R-D,60,0
35,8,O-L-D,140,60
36,8,O-L-D,10,100
37,8,O-L-R-D,100,0
38,8,O-L-R-D,120,0
39,8,O-L-R-D,50,0
40,8,O-L-D,150,60
1,9,O-L-R-D,40,0
2,9,O-R-D,60,150
3,9,O-L-D,30,80
4,9,O-L-R-D,100,0
5,9,O-L-R-D,150,0
6,9,O-L-R-D,50,0
7,9,O-L-D,160,50
8,9,O-L-D,10,100
9,9,O-R-D,10,100
10,9,O-L-R-D,90,0
11,9,O-R-D,40,130
12,9,O-L-D,10,100
13,9,O-L-R-D,110,0
14,9,O-L-R-D,100,0
15,9,O-R-D,40,100
16,9,O-L-D,20,80
17,9,O-L-R-D,90,0
18,9,O-R-D,80,90
19,9,O-L-R-D,60,0
20,9,O-R-D,50,150
21,9,O-L-D,10,110
22,9,O-L-R-D,110,0
23,9,O-L-D,10,100
24,9,O-L-R-D,110,0
25,9,O-L-R-D,90,0
26,9,O-R-D,50,140
27,9,O-L-R-D,110,0
28,9,O-L-R-D,110,0
29,9,O-L-R-D,90,0
30,9,O-R-D,60,140
31,9,O-L-R-D,120,0
32,9,O-L-R-D,100,0
33,9,O-L-R-D,170,0
34,9,O-L-R-D,60,0
35,9,O-R-D,50,150
36,9,O-L-R-D,120,0
37,9,O-L-R-D,100,0
38,9,O-L-D,50,60
39,9,O-L-R-D,50,0
40,9,O-R-D,50,160
1,10,O-L-R-D,40,0
2,10,O-L-D,140,70
3,10,O-L-R-D,120,0
4,10,O-R-D,20,70
5,10,O-L-D,60,80
6,10,O-L-R-D,50,0
7,10,O-R-D,40,170
8,10,O-L-D,10,100
9,10,O-R-D,10,100
10,10,O-L-R-D,90,0
11,10,O-L-D,120,50
12,10,O-L-R-D,120,0
13,10,O-L-D,70,30
14,10,O-L-R-D,100,0
15,10,O-R-D,40,100
16,10,O-L-D,20,80
17,10,O-L-R-D,90,0
18,10,O-R-D,80,90
19,10,O-L-R-D,60,0
20,10,O-R-D,50,150
21,10,O-L-R-D,130,0
22,10,O-L-R-D,110,0
23,10,O-L-D,10,100
24,10,O-R-D,10,90
25,10,O-L-R-D,90,0
26,10,O-L-D,130,60
27,10,O-L-R-D,110,0
28,10,O-L-D,70,30
29,10,O-L-R-D,90,0
30,10,O-L-D,130,70
31,10,O-L-R-D,120,0
32,10,O-L-R-D,100,0
33,10,O-L-D,80,80
34,10,O-L-R-D,60,0
35,10,O-L-D,140,60
36,10,O-L-R-D,120,0
37,10,O-L-R-D,100,0
38,10,O-L-R-D,120,0
39,10,O-L-R-D,50,0
40,10,O-L-D,150,60
1,11,O-L-R-D,40,0
2,11,O-R-D,60,150
3,11,O-L-R-D,120,0
4,11,O-L-R-D,100,0
5,11,O-R-D,70,70
6,11,O-L-R-D,50,0
7,11,O-R-D,40,170
8,11,O-L-R-D,120,0
9,11,O-L-R-D,120,0
10,11,O-L-R-D,90,0
11,11,O-R-D,40,130
12,11,O-L-R-D,120,0
13,11,O-L-R-D,110,0
14,11,O-L-R-D,100,0
15,11,O-L-R-D,150,0
16,11,O-L-R-D,110,0
17,11,O-L-R-D,90,0
18,11,O-L-D,80,90
19,11,O-L-R-D,60,0
20,11,O-R-D,50,150
21,11,O-L-R-D,130,0
22,11,O-L-R-D,110,0
23,11,O-L-R-D,120,0
24,11,O-L-R-D,110,0
25,11,O-L-R-D,90,0
26,11,O-R-D,50,140
27,11,O-L-D,10,90
28,11,O-R-D,20,80
29,11,O-L-R-D,90,0
30,11,O-L-R-D,210,0
31,11,O-L-R-D,120,0
32,11,O-L-R-D,100,0
33,11,O-L-D,80,80
34,11,O-L-R-D,60,0
35,11,O-R-D,50,150
36,11,O-L-D,10,100
37,11,O-R-D,20,70
38,11,O-L-R-D,120,0
39,11,O-L-R-D,50,0
40,11,O-R-D,50,160
1,12,O-L-R-D,40,0
2,12,O-R-D,60,150
3,12,O-R-D,70,40
4,12,O-R-D,20,70
5,12,O-L-R-D,150,0
6,12,O-L-R-D,50,0
7,12,O-R-D,40,170
8,12,O-L-R-D,120,0
9,12,O-L-R-D,120,0
10,12,O-L-R-D,90,0
11,12,O-R-D,40,130
12,12,O-L-R-D,120,0
13,12,O-L-R-D,110,0
14,12,O-L-R-D,100,0
15,12,O-R-D,40,100
16,12,O-L-R-D,110,0
17,12,O-L-R-D,90,0
18,12,O-R-D,80,90
19,12,O-L-R-D,60,0
20,12,O-R-D,50,150
21,12,O-L-R-D,130,0
22,12,O-L-R-D,110,0
23,12,O-L-R-D,120,0
24,12,O-L-R-D,110,0
25,12,O-L-R-D,90,0
26,12,O-R-D,50,140
27,12,O-L-R-D,110,0
28,12,O-L-R-D,110,0
29,12,O-L-R-D,90,0
30,12,O-R-D,60,140
31,12,O-L-R-D,120,0
32,12,O-L-R-D,100,0
33,12,O-R-D,70,90
34,12,O-L-R-D,60,0
35,12,O-R-D,50,150
36,12,O-L-R-D,120,0
37,12,O-L-R-D,100,0
38,12,O-R-D,50,60
39,12,O-L-R-D,50,0
40,12,O-L-D,150,60
1,13,O-L-R-D,40,0
2,13,O-L-D,140,70
3,13,O-L-R-D,120,0
4,13,O-L-R-D,100,0
5,13,O-L-D,60,80
6,13,O-L-R-D,50,0
7,13,O-R-D,40,170
8,13,O-L-R-D,120,0
9,13,O-L-R-D,120,0
10,13,O-L-R-D,90,0
11,13,O-R-D,40,130
12,13,O-L-R-D,120,0
13,13,O-L-R-D,110,0
14,13,O-L-R-D,100,0
15,13,O-L-R-D,150,0
16,13,O-L-R-D,110,0
17,13,O-L-R-D,90,0
18,13,O-L-R-D,180,0
19,13,O-L-R-D,60,0
20,13,O-L-D,140,60
21,13,O-L-D,10,110
22,13,O-R-D,10,90
23,13,O-L-R-D,120,0
24,13,O-L-R-D,110,0
25,13,O-L-R-D,90,0
26,13,O-L-R-D,200,0
27,13,O-L-R-D,110,0
28,13,O-L-R-D,110,0
29,13,O-L-R-D,90,0
30,13,O-L-D,130,70
31,13,O-L-D,10,100
32,13,O-L-R-D,100,0
33,13,O-L-R-D,170,0
34,13,O-L-R-D,60,0
35,13,O-L-D,140,60
36,13,O-L-D,10,100
37,13,O-L-R-D,100,0
38,13,O-L-R-D,120,0
39,13,O-L-R-D,50,0
40,13,O-R-D,50,160
1,14,O-L-R-D,40,0
2,14,O-R-D,60,150
3,14,O-L-R-D,120,0
4,14,O-L-R-D,100,0
5,14,O-R-D,70,70
6,14,O-L-R-D,50,0
7,14,O-R-D,40,170
8,14,O-L-R-D,120,0
9,14,O-L-R-D,120,0
10,14,O-L-R-D,90,0
11,14,O-L-D,120,50
12,14,O-L-D,10,100
13,14,O-R-D,20,80
14,14,O-L-R-D,100,0
15,14,O-L-D,90,50
16,14,O-R-D,70,30
17,14,O-L-R-D,90,0
18,14,O-R-D,80,90
19,14,O-L-R-D,60,0
20,14,O-R-D,50,150
21,14,O-L-R-D,130,0
22,14,O-L-R-D,110,0
23,14,O-L-R-D,120,0
24,14,O-L-R-D,110,0
25,14,O-L-R-D,90,0
26,14,O-R-D,50,140
27,14,O-L-R-D,110,0
28,14,O-L-R-D,110,0
29,14,O-L-R-D,90,0
30,14,O-R-D,60,140
31,14,O-L-R-D,120,0
32,14,O-L-R-D,100,0
33,14,O-R-D,70,90
34,14,O-L-R-D,60,0
35,14,O-R-D,50,150
36,14,O-L-R-D,120,0
37,14,O-L-R-D,100,0
38,14,O-R-D,50,60
39,14,O-L-R-D,50,0
40,14,O-R-D,50,160
1,15,O-L-R-D,40,0
2,15,O-R-D,60,150
3,15,O-L-R-D,120,0
4,15,O-L-R-D,100,0
5,15,O-R-D,70,70
6,15,O-L-R-D,50,0
7,15,O-R-D,40,170
8,15,O-L-R-D,120,0
9,15,O-R-D,10,100
10,15,O-L-D,10,70
11,15,O-R-D,40,130
12,15,O-L-D,10,100
13,15,O-R-D,20,80
14,15,O-L-D,20,70
15,15,O-R-D,40,100
16,15,O-L-R-D,110,0
17,15,O-R-D,10,70
18,15,O-L-D,80,90
19,15,O-R-D,10,40
20,15,O-L-D,140,60
21,15,O-L-D,10,110
22,15,O-R-D,10,90
23,15,O-L-D,10,100
24,15,O-R-D,10,90
25,15,O-L-D,20,60
26,15,O-R-D,50,140
27,15,O-L-R-D,110,0
28,15,O-R-D,20,80
29,15,O-L-D,20,60
30,15,O-R-D,60,140
31,15,O-L-R-D,120,0
32,15,O-R-D,10,80
33,15,O-L-D,80,80
34,15,O-L-R-D,60,0
35,15,O-R-D,50,150
36,15,O-L-R-D,120,0
37,15,O-L-R-D,100,0
38,15,O-R-D,50,60
39,15,O-L-R-D,50,0
40,15,O-R-D,50,160
1,16,O-L-R-D,40,0
2,16,O-R-D,60,150
3,16,O-L-D,30,80
4,16,O-L-R-D,100,0
5,16,O-L-R-D,150,0
6,16,O-L-R-D,50,0
7,16,O-R-D,40,170
8,16,O-L-R-D,120,0
9,16,O-L-R-D,120,0
10,16,O-L-R-D,90,0
11,16,O-L-R-D,180,0
12,16,O-L-R-D,120,0
13,16,O-L-R-D,110,0
14,16,O-L-R-D,100,0
15,16,O-L-R-D,150,0
16,16,O-L-R-D,110,0
17,16,O-L-R-D,90,0
18,16,O-L-R-D,180,0
19,16,O-L-R-D,60,0
20,16,O-R-D,50,150
21,16,O-L-R-D,130,0
22,16,O-L-R-D,110,0
23,16,O-L-R-D,120,0
24,16,O-L-R-D,110,0
25,16,O-L-R-D,90,0
26,16,O-R-D,50,140
27,16,O-L-R-D,110,0
28,16,O-L-R-D,110,0
29,16,O-L-R-D,90,0
30,16,O-R-D,60,140
31,16,O-L-R-D,120,0
32,16,O-L-R-D,100,0
33,16,O-R-D,70,90
34,16,O-L-R-D,60,0
35,16,O-R-D,50,150
36,16,O-L-R-D,120,0
37,16,O-L-R-D,100,0
38,16,O-L-R-D,120,0
39,16,O-L-R-D,50,0
40,16,O-R-D,50,160
1,17,O-L-R-D,40,0
2,17,O-R-D,60,150
3,17,O-L-R-D,120,0
4,17,O-L-R-D,100,0
5,17,O-L-R-D,150,0
6,17,O-L-R-D,50,0
7,17,O-R-D,40,170
8,17,O-L-R-D,120,0
9,17,O-L-R-D,120,0
10,17,O-L-R-D,90,0
11,17,O-L-D,120,50
12,17,O-L-D,10,100
13,17,O-L-R-D,110,0
14,17,O-R-D,60,30
15,17,O-L-D,90,50
16,17,O-L-R-D,110,0
17,17,O-L-R-D,90,0
18,17,O-L-D,80,90
19,17,O-L-R-D,60,0
20,17,O-R-D,50,150
21,17,O-L-D,10,110
22,17,O-L-R-D,110,0
23,17,O-L-R-D,120,0
24,17,O-L-R-D,110,0
25,17,O-R-D,50,30
26,17,O-L-D,130,60
27,17,O-L-D,10,90
28,17,O-L-R-D,110,0
29,17,O-R-D,50,30
30,17,O-L-D,130,70
31,17,O-L-D,10,100
32,17,O-L-R-D,100,0
33,17,O-R-D,70,90
34,17,O-L-D,10,40
35,17,O-L-R-D,210,0
36,17,O-L-R-D,120,0
37,17,O-L-D,60,30
38,17,O-L-R-D,120,0
39,17,O-L-R-D,50,0
40,17,O-R-D,50,160
