Round,Agent,Route,Cost,Regret
6,7,O-L-D,360,110
6,8,O-L-D,360,110
6,9,O-L-D,360,110
6,10,O-L-D,360,110
6,11,O-L-D,360,110
6,12,O-L-D,360,110
6,13,O-L-D,360,110
6,14,O-L-D,360,110
6,15,O-L-D,360,110
6,16,O-R-D,240,0
6,17,O-L-D,360,110
7,0,O-R-D,360,110
7,1,O-R-D,360,110
7,2,O-L-D,240,0
7,3,O-R-D,360,110
7,4,O-R-D,360,110
7,5,O-L-D,240,0
7,6,O-R-D,360,110
7,7,O-R-D,360,110
7,8,O-R-D,360,110
7,9,O-R-D,360,110
7,10,O-R-D,360,110
7,11,O-R-D,360,110
7,12,O-R-D,360,110
7,13,O-R-D,360,110
7,14,O-R-D,360,110
7,15,O-R-D,360,110
7,16,O-L-D,240,0
7,17,O-R-D,360,110
8,0,O-R-D,230,0
8,1,O-L-D,370,130
8,2,O-R-D,230,0
8,3,O-L-D,370,130
8,4,O-L-D,370,130
8,5,O-L-D,370,130
8,6,O-L-D,370,130
8,7,O-L-D,370,130
8,8,O-L-D,370,130
8,9,O-L-D,370,130
8,10,O-L-D,370,130
8,11,O-L-D,370,130
8,12,O-L-D,370,130
8,13,O-L-D,370,130
8,14,O-L-D,370,130
8,15,O-L-D,370,130
8,16,O-L-D,370,130
8,17,O-L-D,370,130
9,0,O-R-D,380,150
9,1,O-R-D,380,150
9,2,O-L-D,220,0
9,3,O-R-D,380,150
9,4,O-R-D,380,150
9,5,O-R-D,380,150
9,6,O-R-D,380,150
9,7,O-R-D,380,150
9,8,O-R-D,380,150
9,9,O-R-D,380,150
9,10,O-R-D,380,150
9,11,O-R-D,380,150
9,12,O-R-D,380,150
9,13,O-R-D,380,150
9,14,O-R-D,380,150
9,15,O-R-D,380,150
9,16,O-R-D,380,150
9,17,O-R-D,380,150
10,0,O-L-D,380,150
10,1,O-L-D,380,150
10,2,O-R-D,220,0
10,3,O-L-D,380,150
10,4,O-L-D,380,150
10,5,O-L-D,380,150
10,6,O-L-D,380,150
10,7,O-L-D,380,150
10,8,O-L-D,380,150
10,9,O-L-D,380,150
10,10,O-L-D,380,150
10,11,O-L-D,380,150
10,12,O-L-D,380,150
10,13,O-L-D,380,150
10,14,O-L-D,380,150
10,15,O-L-D,380,150
10,16,O-L-D,380,150
10,17,O-L-D,380,150
11,0,O-R-D,380,150
11,1,O-R-D,380,150
11,2,O-L-D,220,0
11,3,O-R-D,380,150
11,4,O-R-D,380,150
11,5,O-R-D,380,150
11,6,O-R-D,380,150
11,7,O-R-D,380,150
11,8,O-R-D,380,150
11,9,O-R-D,380,150
11,10,O-R-D,380,150
11,11,O-R-D,380,150
11,12,O-R-D,380,150
11,13,O-R-D,380,150
11,14,O-R-D,380,150
11,15,O-R-D,380,150
11,16,O-R-D,380,150
11,17,O-R-D,380,150
12,0,O-L-D,360,110
12,1,O-L-D,360,110
12,2,O-R-D,240,0
12,3,O-L-D,360,110
12,4,O-L-D,360,110
12,5,O-L-D,360,110
12,6,O-L-D,360,110
12,7,O-L-D,360,110
12,8,O-L-D,360,110
12,9,O-L-D,360,110
12,10,O-L-D,360,110
12,11,O-L-D,360,110
12,12,O-L-D,360,110
12,13,O-R-D,240,0
12,14,O-L-D,360,110
12,15,O-L-D,360,110
12,16,O-R-D,240,0
12,17,O-L-D,360,110
13,0,O-R-D,370,130
13,1,O-R-D,370,130
13,2,O-L-D,230,0
13,3,O-R-D,370,130
13,4,O-R-D,370,130
13,5,O-R-D,370,130
13,6,O-R-D,370,130
13,7,O-R-D,370,130
13,8,O-R-D,370,130
13,9,O-R-D,370,130
13,10,O-R-D,370,130
13,11,O-R-D,370,130
13,12,O-R-D,370,130
13,13,O-R-D,370,130
13,14,O-R-D,370,130
13,15,O-R-D,370,130
13,16,O-L-D,230,0
13,17,O-R-D,370,130
14,0,O-L-D,360,110
14,1,O-L-D,360,110
14,2,O-R-D,240,0
14,3,O-L-D,360,110
14,4,O-L-D,360,110
14,5,O-R-D,240,0
14,6,O-L-D,360,110
14,7,O-L-D,360,110
14,8,O-L-D,360,110
14,9,O-L-D,360,110
14,10,O-L-D,360,110
14,11,O-L-D,360,110
14,12,O-L-D,360,110
14,13,O-L-D,360,110
14,14,O-L-D,360,110
14,15,O-L-D,360,110
14,16,O-R-D,240,0
14,17,O-L-D,360,110
15,0,O-R-D,370,130
15,1,O-R-D,370,130
15,2,O-L-D,230,0
15,3,O-R-D,370,130
15,4,O-R-D,370,130
15,5,O-R-D,370,130
15,6,O-R-D,370,130
15,7,O-R-D,370,130
15,8,O-R-D,370,130
15,9,O-R-D,370,130
15,10,O-R-D,370,130
15,11,O-R-D,370,130
15,12,O-R-D,370,130
15,13,O-R-D,370,130
15,14,O-R-D,370,130
15,15,O-R-D,370,130
15,16,O-L-D,230,0
15,17,O-R-D,370,130
16,0,O-L-D,370,130
16,1,O-L-D,370,130
16,2,O-R-D,230,0
16,3,O-L-D,370,130
16,4,O-L-D,370,130
16,5,O-L-D,370,130
16,6,O-L-D,370,130
16,7,O-L-D,370,130
16,8,O-L-D,370,130
16,9,O-L-D,370,130
16,10,O-L-D,370,130
16,11,O-L-D,370,130
16,12,O-L-D,370,130
16,13,O-L-D,370,130
16,14,O-L-D,370,130
16,15,O-L-D,370,130
16,16,O-R-D,230,0
16,17,O-L-D,370,130
17,0,O-R-D,370,130
17,1,O-R-D,370,130
17,2,O-L-D,230,0
17,3,O-R-D,370,130
17,4,O-R-D,370,130
17,5,O-R-D,370,130
17,6,O-R-D,370,130
17,7,O-R-D,370,130
17,8,O-R-D,370,130
17,9,O-R-D,370,130
17,10,O-R-D,370,130
17,11,O-R-D,370,130
17,12,O-R-D,370,130
17,13,O-R-D,370,130
17,14,O-R-D,370,130
17,15,O-R-D,370,130
17,16,O-L-D,230,0
17,17,O-R-D,370,130
18,0,O-L-D,370,130
18,1,O-L-D,370,130
18,2,O-R-D,230,0
18,3,O-L-D,370,130
18,4,O-L-D,370,130
18,5,O-L-D,370,130
18,6,O-L-D,370,130
18,7,O-L-D,370,130
18,8,O-L-D,370,130
18,9,O-L-D,370,130
18,10,O-L-D,370,130
18,11,O-L-D,370,130
18,12,O-L-D,370,130
18,13,O-L-D,370,130
18,14,O-L-D,370,130
18,15,O-L-D,370,130
18,16,O-R-D,230,0
18,17,O-L-D,370,130
19,0,O-R-D,370,130
19,1,O-R-D,370,130
19,2,O-L-D,230,0
19,3,O-R-D,370,130
19,4,O-R-D,370,130
19,5,O-R-D,370,130
19,6,O-R-D,370,130
19,7,O-R-D,370,130
19,8,O-R-D,370,130
19,9,O-R-D,370,130
19,10,O-R-D,370,130
19,11,O-R-D,370,130
19,12,O-R-D,370,130
19,13,O-R-D,370,130
19,14,O-R-D,370,130
19,15,O-R-D,370,130
19,16,O-L-D,230,0
19,17,O-R-D,370,130
20,0,O-L-D,370,130
20,1,O-L-D,370,130
20,2,O-R-D,230,0
20,3,O-L-D,370,130
20,4,O-L-D,370,130
20,5,O-L-D,370,130
20,6,O-L-D,370,130
20,7,O-L-D,370,130
20,8,O-L-D,370,130
20,9,O-L-D,370,130
20,10,O-L-D,370,130
20,11,O-L-D,370,130
20,12,O-L-D,370,130
20,13,O-L-D,370,130
20,14,O-L-D,370,130
20,15,O-L-D,370,130
20,16,O-R-D,230,0
20,17,O-L-D,370,130
21,0,O-R-D,370,130
21,1,O-R-D,370,130
21,2,O-L-D,230,0
21,3,O-R-D,370,130
21,4,O-R-D,370,130
21,5,O-R-D,370,130
21,6,O-R-D,370,130
21,7,O-R-D,370,130
21,8,O-R-D,370,130
21,9,O-R-D,370,130
21,10,O-R-D,370,130
21,11,O-R-D,370,130
21,12,O-R-D,370,130
21,13,O-R-D,370,130
21,14,O-R-D,370,130
21,15,O-R-D,370,130
21,16,O-L-D,230,0
21,17,O-R-D,370,130
22,0,O-L-D,360,110
22,1,O-L-D,360,110
22,2,O-R-D,240,0
22,3,O-L-D,360,110
22,4,O-L-D,360,110
22,5,O-R-D,240,0
22,6,O-L-D,360,110
22,7,O-L-D,360,110
22,8,O-L-D,360,110
22,9,O-L-D,360,110
22,10,O-L-D,360,110
22,11,O-L-D,360,110
22,12,O-L-D,360,110
22,13,O-L-D,360,110
22,14,O-L-D,360,110
22,15,O-L-D,360,110
22,16,O-R-D,240,0
22,17,O-L-D,360,110
23,0,O-R-D,360,110
23,1,O-R-D,360,110
23,2,O-L-D,240,0
23,3,O-R-D,360,110
23,4,O-R-D,360,110
23,5,O-R-D,360,110
23,6,O-R-D,360,110
23,7,O-L-D,240,0
23,8,O-R-D,360,110
23,9,O-R-D,360,110
23,10,O-R-D,360,110
23,11,O-R-D,360,110
23,12,O-R-D,360,110
23,13,O-R-D,360,110
23,14,O-R-D,360,110
23,15,O-R-D,360,110
23,16,O-L-D,240,0
23,17,O-R-D,360,110
24,0,O-L-D,370,130
24,1,O-L-D,370,130
24,2,O-R-D,230,0
24,3,O-L-D,370,130
24,4,O-L-D,370,130
24,5,O-L-D,370,130
24,6,O-L-D,370,130
24,7,O-L-D,370,130
24,8,O-L-D,370,130
24,9,O-L-D,370,130
24,10,O-L-D,370,130
24,11,O-L-D,370,130
24,12,O-L-D,370,130
24,13,O-L-D,370,130
24,14,O-L-D,370,130
24,15,O-L-D,370,130
24,16,O-R-D,230,0
24,17,O-L-D,370,130
25,0,O-R-D,370,130
25,1,O-R-D,370,130
25,2,O-L-D,230,0
25,3,O-R-D,370,130
25,4,O-R-D,370,130
25,5,O-R-D,370,130
25,6,O-R-D,370,130
25,7,O-R-D,370,130
25,8,O-R-D,370,130
25,9,O-R-D,370,130
25,10,O-R-D,370,130
25,11,O-R-D,370,130
25,12,O-R-D,370,130
25,13,O-R-D,370,130
25,14,O-R-D,370,130
25,15,O-R-D,370,130
25,16,O-L-D,230,0
25,17,O-R-D,370,130
26,0,O-L-D,370,130
26,1,O-L-D,370,130
26,2,O-R-D,230,0
26,3,O-L-D,370,130
26,4,O-L-D,370,130
26,5,O-L-D,370,130
26,6,O-L-D,370,130
26,7,O-L-D,370,130
26,8,O-L-D,370,130
26,9,O-L-D,370,130
26,10,O-L-D,370,130
26,11,O-L-D,370,130
26,12,O-L-D,370,130
26,13,O-L-D,370,130
26,14,O-L-D,370,130
26,15,O-L-D,370,130
26,16,O-R-D,230,0
26,17,O-L-D,370,130
27,0,O-R-D,370,130
27,1,O-R-D,370,130
27,2,O-L-D,230,0
27,3,O-R-D,370,130
27,4,O-R-D,370,130
27,5,O-R-D,370,130
27,6,O-R-D,370,130
27,7,O-R-D,370,130
27,8,O-R-D,370,130
27,9,O-R-D,370,130
27,10,O-R-D,370,130
27,11,O-R-D,370,130
27,12,O-R-D,370,130
27,13,O-R-D,370,130
27,14,O-R-D,370,130
27,15,O-R-D,370,130
27,16,O-L-D,230,0
27,17,O-R-D,370,130
28,0,O-L-D,370,130
28,1,O-L-D,370,130
28,2,O-R-D,230,0
28,3,O-L-D,370,130
28,4,O-L-D,370,130
28,5,O-L-D,370,130
28,6,O-L-D,370,130
28,7,O-L-D,370,130
28,8,O-L-D,370,130
28,9,O-L-D,370,130
28,10,O-L-D,370,130
28,11,O-L-D,370,130
28,12,O-L-D,370,130
28,13,O-L-D,370,130
28,14,O-L-D,370,130
28,15,O-L-D,370,130
28,16,O-R-D,230,0
28,17,O-L-D,370,130
29,0,O-R-D,370,130
29,1,O-R-D,370,130
29,2,O-L-D,230,0
29,3,O-R-D,370,130
29,4,O-R-D,370,130
29,5,O-R-D,370,130
29,6,O-R-D,370,130
29,7,O-R-D,370,130
29,8,O-R-D,370,130
29,9,O-R-D,370,130
29,10,O-R-D,370,130
29,11,O-R-D,370,130
29,12,O-R-D,370,130
29,13,O-R-D,370,130
29,14,O-R-D,370,130
29,15,O-R-D,370,130
29,16,O-L-D,230,0
29,17,O-R-D,370,130
30,0,O-L-D,370,130
30,1,O-L-D,370,130
30,2,O-R-D,230,0
30,3,O-L-D,370,130
30,4,O-L-D,370,130
30,5,O-L-D,370,130
30,6,O-L-D,370,130
30,7,O-L-D,370,130
30,8,O-L-D,370,130
30,9,O-L-D,370,130
30,10,O-L-D,370,130
30,11,O-L-D,370,130
30,12,O-L-D,370,130
30,13,O-L-D,370,130
30,14,O-L-D,370,130
30,15,O-L-D,370,130
30,16,O-R-D,230,0
30,17,O-L-D,370,130
31,0,O-R-D,370,130
31,1,O-R-D,370,130
31,2,O-L-D,230,0
31,3,O-R-D,370,130
31,4,O-R-D,370,130
31,5,O-R-D,370,130
31,6,O-R-D,370,130
31,7,O-R-D,370,130
31,8,O-R-D,370,130
31,9,O-R-D,370,130
31,10,O-R-D,370,130
31,11,O-R-D,370,130
31,12,O-R-D,370,130
31,13,O-R-D,370,130
31,14,O-R-D,370,130
31,15,O-R-D,370,130
31,16,O-L-D,230,0
31,17,O-R-D,370,130
32,0,O-L-D,370,130
32,1,O-L-D,370,130
32,2,O-R-D,230,0
32,3,O-L-D,370,130
32,4,O-L-D,370,130
32,5,O-L-D,370,130
32,6,O-L-D,370,130
32,7,O-L-D,370,130
32,8,O-L-D,370,130
32,9,O-L-D,370,130
32,10,O-L-D,370,130
32,11,O-L-D,370,130
32,12,O-L-D,370,130
32,13,O-L-D,370,130
32,14,O-L-D,370,130
32,15,O-L-D,370,130
32,16,O-R-D,230,0
32,17,O-L-D,370,130
33,0,O-R-D,370,130
33,1,O-R-D,370,130
33,2,O-L-D,230,0
33,3,O-R-D,370,130
33,4,O-R-D,370,130
33,5,O-R-D,370,130
33,6,O-R-D,370,130
33,7,O-R-D,370,130
33,8,O-R-D,370,130
33,9,O-R-D,370,130
33,10,O-R-D,370,130
33,11,O-R-D,370,130
33,12,O-R-D,370,130
33,13,O-R-D,370,130
33,14,O-R-D,370,130
33,15,O-R-D,370,130
33,16,O-L-D,230,0
33,17,O-R-D,370,130
34,0,O-L-D,370,130
34,1,O-L-D,370,130
34,2,O-R-D,230,0
34,3,O-L-D,370,130
34,4,O-L-D,370,130
34,5,O-L-D,370,130
34,6,O-L-D,370,130
34,7,O-L-D,370,130
34,8,O-L-D,370,130
34,9,O-L-D,370,130
34,10,O-L-D,370,130
34,11,O-L-D,370,130
34,12,O-L-D,370,130
34,13,O-L-D,370,130
34,14,O-L-D,370,130
34,15,O-L-D,370,130
34,16,O-R-D,230,0
34,17,O-L-D,370,130
35,0,O-R-D,370,130
35,1,O-R-D,370,130
35,2,O-L-D,230,0
35,3,O-R-D,370,130
35,4,O-R-D,370,130
35,5,O-R-D,370,130
35,6,O-R-D,370,130
35,7,O-R-D,370,130
35,8,O-R-D,370,130
35,9,O-R-D,370,130
35,10,O-R-D,370,130
35,11,O-R-D,370,130
35,12,O-R-D,370,130
35,13,O-R-D,370,130
35,14,O-R-D,370,130
35,15,O-R-D,370,130
35,16,O-L-D,230,0
35,17,O-R-D,370,130
36,0,O-L-D,370,130
36,1,O-L-D,370,130
36,2,O-R-D,230,0
36,3,O-L-D,370,130
36,4,O-L-D,370,130
36,5,O-L-D,370,130
36,6,O-L-D,370,130
36,7,O-L-D,370,130
36,8,O-L-D,370,130
36,9,O-L-D,370,130
36,10,O-L-D,370,130
36,11,O-L-D,370,130
36,12,O-L-D,370,130
36,13,O-L-D,370,130
36,14,O-L-D,370,130
36,15,O-L-D,370,130
36,16,O-R-D,230,0
36,17,O-L-D,370,130
37,0,O-R-D,370,130
37,1,O-R-D,370,130
37,2,O-L-D,230,0
37,3,O-R-D,370,130
37,4,O-R-D,370,130
37,5,O-R-D,370,130
37,6,O-R-D,370,130
37,7,O-R-D,370,130
37,8,O-R-D,370,130
37,9,O-R-D,370,130
37,10,O-R-D,370,130
37,11,O-R-D,370,130
37,12,O-R-D,370,130
37,13,O-R-D,370,130
37,14,O-R-D,370,130
37,15,O-R-D,370,130
37,16,O-L-D,230,0
37,17,O-R-D,370,130
38,0,O-L-D,370,130
38,1,O-L-D,370,130
38,2,O-R-D,230,0
38,3,O-L-D,370,130
38,4,O-L-D,370,130
38,5,O-L-D,370,130
38,6,O-L-D,370,130
38,7,O-L-D,370,130
38,8,O-L-D,370,130
38,9,O-L-D,370,130
38,10,O-L-D,370,130
38,11,O-L-D,370,130
38,12,O-L-D,370,130
38,13,O-L-D,370,130
38,14,O-L-D,370,130
38,15,O-L-D,370,130
38,16,O-R-D,230,0
38,17,O-L-D,370,130
39,0,O-R-D,370,130
39,1,O-R-D,370,130
39,2,O-L-D,230,0
39,3,O-R-D,370,130
39,4,O-R-D,370,130
39,5,O-R-D,370,130
39,6,O-R-D,370,130
39,7,O-R-D,370,130
39,8,O-R-D,370,130
39,9,O-R-D,370,130
39,10,O-R-D,370,130
39,11,O-R-D,370,130
39,12,O-R-D,370,130
39,13,O-R-D,370,130
39,14,O-R-D,370,130
39,15,O-R-D,370,130
39,16,O-L-D,230,0
39,17,O-R-D,370,130
40,0,O-L-D,370,130
40,1,O-L-D,370,130
40,2,O-R-D,230,0
40,3,O-L-D,370,130
40,4,O-L-D,370,130
40,5,O-L-D,370,130
40,6,O-L-D,370,130
40,7,O-L-D,370,130
40,8,O-L-D,370,130
40,9,O-L-D,370,130
40,10,O-L-D,370,130
40,11,O-L-D,370,130
40,12,O-L-D,370,130
40,13,O-L-D,370,130
40,14,O-L-D,370,130
40,15,O-L-D,370,130
40,16,O-R-D,230,0
40,17,O-L-D,370,130
