Round,Agent,Route,Cost,Regret
8,10,O-R-D,360,110
8,11,O-R-D,360,110
8,12,O-R-D,360,110
8,13,O-R-D,360,110
8,14,O-R-D,360,110
8,15,O-R-D,360,110
8,16,O-R-D,360,110
8,17,O-R-D,360,110
9,0,O-L-D,340,70
9,1,O-L-D,340,70
9,2,O-L-D,340,70
9,3,O-R-D,260,0
9,4,O-L-D,340,70
9,5,O-L-D,340,70
9,6,O-L-D,340,70
9,7,O-L-D,340,70
9,8,O-L-D,340,70
9,9,O-R-D,260,0
9,10,O-L-D,340,70
9,11,O-L-D,340,70
9,12,O-R-D,260,0
9,13,O-R-D,260,0
9,14,O-R-D,260,0
9,15,O-L-D,340,70
9,16,O-L-D,340,70
9,17,O-L-D,340,70
10,0,O-L-D,260,0
10,1,O-R-D,340,70
10,2,O-R-D,340,70
10,3,O-R-D,340,70
10,4,O-R-D,340,70
10,5,O-R-D,340,70
10,6,O-L-D,260,0
10,7,O-R-D,340,70
10,8,O-R-D,340,70
10,9,O-R-D,340,70
10,10,O-R-D,340,70
10,11,O-L-D,260,0
10,12,O-R-D,340,70
10,13,O-R-D,340,70
10,14,O-L-D,260,0
10,15,O-L-D,260,0
10,16,O-R-D,340,70
10,17,O-R-D,340,70
11,0,O-R-D,320,30
11,1,O-R-D,320,30
11,2,O-R-D,320,30
11,3,O-L-D,280,0
11,4,O-R-D,320,30
11,5,O-R-D,320,30
11,6,O-L-D,280,0
11,7,O-L-D,280,0
11,8,O-R-D,320,30
11,9,O-L-D,280,0
11,10,O-R-D,320,30
11,11,O-L-D,280,0
11,12,O-R-D,320,30
11,13,O-R-D,320,30
11,14,O-L-D,280,0
11,15,O-L-D,280,0
11,16,O-R-D,320,30
11,17,O-R-D,320,30
12,0,O-L-D,330,50
12,1,O-L-D,330,50
12,2,O-L-D,330,50
12,3,O-L-D,330,50
12,4,O-L-D,330,50
12,5,O-R-D,270,0
12,6,O-L-D,330,50
12,7,O-R-D,270,0
12,8,O-R-D,270,0
12,9,O-L-D,330,50
12,10,O-L-D,330,50
12,11,O-L-D,330,50
12,12,O-R-D,270,0
12,13,O-R-D,270,0
12,14,O-L-D,330,50
12,15,O-L-D,330,50
12,16,O-R-D,270,0
12,17,O-L-D,330,50
13,0,O-R-D,330,50
13,1,O-L-D,270,0
13,2,O-R-D,330,50
13,3,O-R-D,330,50
13,4,O-R-D,330,50
13,5,O-R-D,330,50
13,6,O-R-D,330,50
13,7,O-R-D,330,50
13,8,O-R-D,330,50
13,9,O-L-D,270,0
13,10,O-R-D,330,50
13,11,O-L-D,270,0
13,12,O-R-D,330,50
13,13,O-R-D,330,50
13,14,O-R-D,330,50
13,15,O-L-D,270,0
13,16,O-L-D,270,0
13,17,O-L-D,270,0
14,0,O-R-D,320,30
14,1,O-R-D,320,30
14,2,O-R-D,320,30
14,3,O-L-D,280,0
14,4,O-L-D,280,0
14,5,O-L-D,280,0
14,6,O-R-D,320,30
14,7,O-R-D,320,30
14,8,O-R-D,320,30
14,9,O-L-D,280,0
14,10,O-R-D,320,30
14,11,O-L-D,280,0
14,12,O-R-D,320,30
14,13,O-R-D,320,30
14,14,O-R-D,320,30
14,15,O-L-D,280,0
14,16,O-R-D,320,30
14,17,O-L-D,280,0
15,0,O-R-D,290,0
15,1,O-L-D,310,10
15,2,O-L-D,310,10
15,3,O-L-D,310,10
15,4,O-L-D,310,10
15,5,O-L-D,310,10
15,6,O-R-D,290,0
15,7,O-L-D,310,10
15,8,O-L-D,310,10
15,9,O-L-D,310,10
15,10,O-R-D,290,0
15,11,O-L-D,310,10
15,12,O-R-D,290,0
15,13,O-R-D,290,0
15,14,O-R-D,290,0
15,15,O-L-D,310,10
15,16,O-R-D,290,0
15,17,O-R-D,290,0
16,0,O-R-D,360,110
16,1,O-R-D,360,110
16,2,O-R-D,360,110
16,3,O-R-D,360,110
16,4,O-R-D,360,110
16,5,O-R-D,360,110
16,6,O-R-D,360,110
16,7,O-R-D,360,110
16,8,O-R-D,360,110
16,9,O-R-D,360,110
16,10,O-R-D,360,110
16,11,O-L-D,240,0
16,12,O-R-D,360,110
16,13,O-R-D,360,110
16,14,O-R-D,360,110
16,15,O-L-D,240,0
16,16,O-R-D,360,110
16,17,O-L-D,240,0
17,0,O-R-D,290,0
17,1,O-L-D,310,10
17,2,O-L-D,310,10
17,3,O-L-D,310,10
17,4,O-R-D,290,0
17,5,O-L-D,310,10
17,6,O-L-D,310,10
17,7,O-L-D,310,10
17,8,O-R-D,290,0
17,9,O-L-D,310,10
17,10,O-R-D,290,0
17,11,O-R-D,290,0
17,12,O-R-D,290,0
17,13,O-R-D,290,0
17,14,O-R-D,290,0
17,15,O-L-D,310,10
17,16,O-L-D,310,10
17,17,O-L-D,310,10
18,0,O-L-D,300,0
18,1,O-R-D,300,0
18,2,O-L-D,300,0
18,3,O-L-D,300,0
18,4,O-L-D,300,0
18,5,O-L-D,300,0
18,6,O-R-D,300,0
18,7,O-R-D,300,0
18,8,O-R-D,300,0
18,9,O-R-D,300,0
18,10,O-R-D,300,0
18,11,O-L-D,300,0
18,12,O-R-D,300,0
18,13,O-R-D,300,0
18,14,O-L-D,300,0
18,15,O-L-D,300,0
18,16,O-R-D,300,0
18,17,O-L-D,300,0
19,0,O-L-D,300,0
19,1,O-L-D,300,0
19,2,O-L-D,300,0
19,3,O-L-D,300,0
19,4,O-L-D,300,0
19,5,O-L-D,300,0
19,6,O-R-D,300,0
19,7,O-R-D,300,0
19,8,O-R-D,300,0
19,9,O-L-D,300,0
19,10,O-R-D,300,0
19,11,O-R-D,300,0
19,12,O-R-D,300,0
19,13,O-R-D,300,0
19,14,O-L-D,300,0
19,15,O-L-D,300,0
19,16,O-R-D,300,0
19,17,O-R-D,300,0
20,0,O-R-D,340,70
20,1,O-R-D,340,70
20,2,O-L-D,260,0
20,3,O-R-D,340,70
20,4,O-L-D,260,0
20,5,O-R-D,340,70
20,6,O-R-D,340,70
20,7,O-R-D,340,70
20,8,O-R-D,340,70
20,9,O-R-D,340,70
20,10,O-R-D,340,70
20,11,O-L-D,260,0
20,12,O-R-D,340,70
20,13,O-R-D,340,70
20,14,O-L-D,260,0
20,15,O-L-D,260,0
20,16,O-R-D,340,70
20,17,O-R-D,340,70
21,0,O-L-D,330,50
21,1,O-L-D,330,50
21,2,O-R-D,270,0
21,3,O-L-D,330,50
21,4,O-R-D,270,0
21,5,O-L-D,330,50
21,6,O-L-D,330,50
21,7,O-L-D,330,50
21,8,O-L-D,330,50
21,9,O-L-D,330,50
21,10,O-R-D,270,0
21,11,O-L-D,330,50
21,12,O-R-D,270,0
21,13,O-R-D,270,0
21,14,O-L-D,330,50
21,15,O-L-D,330,50
21,16,O-R-D,270,0
21,17,O-L-D,330,50
22,0,O-R-D,330,50
22,1,O-R-D,330,50
22,2,O-R-D,330,50
22,3,O-L-D,270,0
22,4,O-L-D,270,0
22,5,O-L-D,270,0
22,6,O-R-D,330,50
22,7,O-R-D,330,50
22,8,O-R-D,330,50
22,9,O-L-D,270,0
22,10,O-R-D,330,50
22,11,O-R-D,330,50
22,12,O-R-D,330,50
22,13,O-R-D,330,50
22,14,O-L-D,270,0
22,15,O-R-D,330,50
22,16,O-L-D,270,0
22,17,O-R-D,330,50
23,0,O-L-D,340,70
23,1,O-L-D,340,70
23,2,O-R-D,260,0
23,3,O-L-D,340,70
23,4,O-R-D,260,0
23,5,O-L-D,340,70
23,6,O-R-D,260,0
23,7,O-L-D,340,70
23,8,O-L-D,340,70
23,9,O-L-D,340,70
23,10,O-L-D,340,70
23,11,O-L-D,340,70
23,12,O-R-D,260,0
23,13,O-R-D,260,0
23,14,O-L-D,340,70
23,15,O-L-D,340,70
23,16,O-L-D,340,70
23,17,O-L-D,340,70
24,0,O-R-D,350,90
24,1,O-R-D,350,90
24,2,O-R-D,350,90
24,3,O-L-D,250,0
24,4,O-L-D,250,0
24,5,O-R-D,350,90
24,6,O-L-D,250,0
24,7,O-R-D,350,90
24,8,O-R-D,350,90
24,9,O-R-D,350,90
24,10,O-R-D,350,90
24,11,O-R-D,350,90
24,12,O-R-D,350,90
24,13,O-R-D,350,90
24,14,O-L-D,250,0
24,15,O-R-D,350,90
24,16,O-R-D,350,90
24,17,O-R-D,350,90
25,0,O-L-D,310,10
25,1,O-L-D,310,10
25,2,O-L-D,310,10
25,3,O-L-D,310,10
25,4,O-R-D,290,0
25,5,O-L-D,310,10
25,6,O-L-D,310,10
25,7,O-R-D,290,0
25,8,O-R-D,290,0
25,9,O-L-D,310,10
25,10,O-R-D,290,0
25,11,O-L-D,310,10
25,12,O-R-D,290,0
25,13,O-R-D,290,0
25,14,O-R-D,290,0
25,15,O-R-D,290,0
25,16,O-L-D,310,10
25,17,O-L-D,310,10
26,0,O-R-D,320,30
26,1,O-L-D,280,0
26,2,O-R-D,320,30
26,3,O-R-D,320,30
26,4,O-L-D,280,0
26,5,O-L-D,280,0
26,6,O-R-D,320,30
26,7,O-R-D,320,30
26,8,O-L-D,280,0
26,9,O-R-D,320,30
26,10,O-R-D,320,30
26,11,O-L-D,280,0
26,12,O-R-D,320,30
26,13,O-R-D,320,30
26,14,O-R-D,320,30
26,15,O-L-D,280,0
26,16,O-L-D,280,0
26,17,O-R-D,320,30
27,0,O-R-D,320,30
27,1,O-L-D,280,0
27,2,O-R-D,320,30
27,3,O-L-D,280,0
27,4,O-R-D,320,30
27,5,O-R-D,320,30
27,6,O-L-D,280,0
27,7,O-R-D,320,30
27,8,O-L-D,280,0
27,9,O-R-D,320,30
27,10,O-R-D,320,30
27,11,O-R-D,320,30
27,12,O-R-D,320,30
27,13,O-R-D,320,30
27,14,O-L-D,280,0
27,15,O-R-D,320,30
27,16,O-L-D,280,0
27,17,O-L-D,280,0
28,0,O-L-D,290,0
28,1,O-R-D,310,10
28,2,O-L-D,290,0
28,3,O-R-D,310,10
28,4,O-R-D,310,10
28,5,O-L-D,290,0
28,6,O-L-D,290,0
28,7,O-L-D,290,0
28,8,O-R-D,310,10
28,9,O-L-D,290,0
28,10,O-L-D,290,0
28,11,O-L-D,290,0
28,12,O-R-D,310,10
28,13,O-R-D,310,10
28,14,O-R-D,310,10
28,15,O-R-D,310,10
28,16,O-R-D,310,10
28,17,O-R-D,310,10
29,0,O-R-D,320,30
29,1,O-R-D,320,30
29,2,O-R-D,320,30
29,3,O-L-D,280,0
29,4,O-L-D,280,0
29,5,O-R-D,320,30
29,6,O-L-D,280,0
29,7,O-L-D,280,0
29,8,O-R-D,320,30
29,9,O-L-D,280,0
29,10,O-R-D,320,30
29,11,O-R-D,320,30
29,12,O-R-D,320,30
29,13,O-R-D,320,30
29,14,O-R-D,320,30
29,15,O-L-D,280,0
29,16,O-R-D,320,30
29,17,O-L-D,280,0
30,0,O-L-D,320,30
30,1,O-L-D,320,30
30,2,O-L-D,320,30
30,3,O-L-D,320,30
30,4,O-R-D,280,0
30,5,O-L-D,320,30
30,6,O-R-D,280,0
30,7,O-L-D,320,30
30,8,O-R-D,280,0
30,9,O-L-D,320,30
30,10,O-R-D,280,0
30,11,O-L-D,320,30
30,12,O-R-D,280,0
30,13,O-R-D,280,0
30,14,O-L-D,320,30
30,15,O-L-D,320,30
30,16,O-R-D,280,0
30,17,O-L-D,320,30
31,0,O-R-D,320,30
31,1,O-R-D,320,30
31,2,O-R-D,320,30
31,3,O-L-D,280,0
31,4,O-R-D,320,30
31,5,O-L-D,280,0
31,6,O-R-D,320,30
31,7,O-R-D,320,30
31,8,O-L-D,280,0
31,9,O-L-D,280,0
31,10,O-L-D,280,0
31,11,O-R-D,320,30
31,12,O-R-D,320,30
31,13,O-R-D,320,30
31,14,O-R-D,320,30
31,15,O-R-D,320,30
31,16,O-L-D,280,0
31,17,O-L-D,280,0
32,0,O-R-D,300,0
32,1,O-L-D,300,0
32,2,O-L-D,300,0
32,3,O-R-D,300,0
32,4,O-L-D,300,0
32,5,O-R-D,300,0
32,6,O-R-D,300,0
32,7,O-L-D,300,0
32,8,O-L-D,300,0
32,9,O-L-D,300,0
32,10,O-R-D,300,0
32,11,O-R-D,300,0
32,12,O-R-D,300,0
32,13,O-R-D,300,0
32,14,O-L-D,300,0
32,15,O-L-D,300,0
32,16,O-R-D,300,0
32,17,O-L-D,300,0
33,0,O-L-D,320,30
33,1,O-R-D,280,0
33,2,O-L-D,320,30
33,3,O-L-D,320,30
33,4,O-L-D,320,30
33,5,O-L-D,320,30
33,6,O-L-D,320,30
33,7,O-R-D,280,0
33,8,O-L-D,320,30
33,9,O-L-D,320,30
33,10,O-R-D,280,0
33,11,O-L-D,320,30
33,12,O-R-D,280,0
33,13,O-R-D,280,0
33,14,O-R-D,280,0
33,15,O-L-D,320,30
33,16,O-R-D,280,0
33,17,O-L-D,320,30
34,0,O-L-D,290,0
34,1,O-L-D,290,0
34,2,O-R-D,310,10
34,3,O-L-D,290,0
34,4,O-R-D,310,10
34,5,O-L-D,290,0
34,6,O-R-D,310,10
34,7,O-R-D,310,10
34,8,O-R-D,310,10
34,9,O-L-D,290,0
34,10,O-R-D,310,10
34,11,O-L-D,290,0
34,12,O-R-D,310,10
34,13,O-L-D,290,0
34,14,O-R-D,310,10
34,15,O-R-D,310,10
34,16,O-R-D,310,10
34,17,O-L-D,290,0
35,0,O-L-D,320,30
35,1,O-L-D,320,30
35,2,O-L-D,320,30
35,3,O-L-D,320,30
35,4,O-R-D,280,0
35,5,O-L-D,320,30
35,6,O-L-D,320,30
35,7,O-L-D,320,30
35,8,O-R-D,280,0
35,9,O-R-D,280,0
35,10,O-R-D,280,0
35,11,O-L-D,320,30
35,12,O-R-D,280,0
35,13,O-L-D,320,30
35,14,O-L-D,320,30
35,15,O-R-D,280,0
35,16,O-R-D,280,0
35,17,O-L-D,320,30
36,0,O-L-D,290,0
36,1,O-L-D,290,0
36,2,O-R-D,310,10
36,3,O-L-D,290,0
36,4,O-L-D,290,0
36,5,O-R-D,310,10
36,6,O-L-D,290,0
36,7,O-R-D,310,10
36,8,O-L-D,290,0
36,9,O-R-D,310,10
36,10,O-R-D,310,10
36,11,O-R-D,310,10
36,12,O-R-D,310,10
36,13,O-L-D,290,0
36,14,O-L-D,290,0
36,15,O-R-D,310,10
36,16,O-R-D,310,10
36,17,O-R-D,310,10
37,0,O-L-D,280,0
37,1,O-R-D,320,30
37,2,O-R-D,320,30
37,3,O-L-D,280,0
37,4,O-R-D,320,30
37,5,O-L-D,280,0
37,6,O-R-D,320,30
37,7,O-L-D,280,0
37,8,O-R-D,320,30
37,9,O-L-D,280,0
37,10,O-R-D,320,30
37,11,O-L-D,280,0
37,12,O-R-D,320,30
37,13,O-R-D,320,30
37,14,O-R-D,320,30
37,15,O-R-D,320,30
37,16,O-R-D,320,30
37,17,O-L-D,280,0
38,0,O-L-D,330,50
38,1,O-L-D,330,50
38,2,O-L-D,330,50
38,3,O-L-D,330,50
38,4,O-L-D,330,50
38,5,O-R-D,270,0
38,6,O-R-D,270,0
38,7,O-R-D,270,0
38,8,O-L-D,330,50
38,9,O-R-D,270,0
38,10,O-R-D,270,0
38,11,O-L-D,330,50
38,12,O-R-D,270,0
38,13,O-L-D,330,50
38,14,O-L-D,330,50
38,15,O-L-D,330,50
38,16,O-L-D,330,50
38,17,O-L-D,330,50
39,0,O-L-D,250,0
39,1,O-R-D,350,90
39,2,O-L-D,250,0
39,3,O-L-D,250,0
39,4,O-R-D,350,90
39,5,O-R-D,350,90
39,6,O-R-D,350,90
39,7,O-R-D,350,90
39,8,O-R-D,350,90
39,9,O-R-D,350,90
39,10,O-R-D,350,90
39,11,O-R-D,350,90
39,12,O-R-D,350,90
39,13,O-R-D,350,90
39,14,O-R-D,350,90
39,15,O-R-D,350,90
39,16,O-R-D,350,90
39,17,O-L-D,250,0
40,0,O-L-D,330,50
40,1,O-L-D,330,50
40,2,O-L-D,330,50
40,3,O-L-D,330,50
40,4,O-L-D,330,50
40,5,O-R-D,270,0
40,6,O-L-D,330,50
40,7,O-L-D,330,50
40,8,O-L-D,330,50
40,9,O-L-D,330,50
40,10,O-R-D,270,0
40,11,O-L-D,330,50
40,12,O-R-D,270,0
40,13,O-R-D,270,0
40,14,O-L-D,330,50
40,15,O-L-D,330,50
40,16,O-R-D,270,0
40,17,O-R-D,270,0
