Round,Agent,Route,Payoff,Regret
34,10,O-L-D,40,110
35,10,O-R-D,40,110
36,10,O-L-D,50,90
37,10,O-R-D,40,110
38,10,O-L-D,40,110
39,10,O-R-D,30,130
40,10,O-L-D,30,130
1,11,O-R-D,60,70
2,11,O-L-D,20,150
3,11,O-R-D,10,170
4,11,O-L-D,10,170
5,11,O-R-D,10,170
6,11,O-L-D,20,150
7,11,O-R-D,20,150
8,11,O-L-D,20,150
9,11,O-R-D,20,150
10,11,O-L-D,20,150
11,11,O-R-D,20,150
12,11,O-L-D,20,150
13,11,O-R-D,20,150
14,11,O-R-D,170,0
15,11,O-R-D,30,130
16,11,O-L-D,40,110
17,11,O-R-D,30,130
18,11,O-L-D,30,130
19,11,O-R-D,30,130
20,11,O-L-D,30,130
21,11,O-R-D,40,110
22,11,O-L-D,40,110
23,11,O-R-D,50,90
24,11,O-L-D,50,90
25,11,O-R-D,50,90
26,11,O-R-D,140,0
27,11,O-R-D,30,130
28,11,O-L-D,30,130
29,11,O-L-D,160,0
30,11,O-R-D,160,0
31,11,O-L-D,170,0
32,11,O-R-D,170,0
33,11,O-L-D,170,0
34,11,O-R-D,160,0
35,11,O-L-D,160,0
36,11,O-R-D,150,0
37,11,O-R-D,40,110
38,11,O-L-D,40,110
39,11,O-R-D,30,130
40,11,O-L-D,30,130
1,12,O-R-D,60,70
2,12,O-L-D,20,150
3,12,O-R-D,10,170
4,12,O-L-D,10,170
5,12,O-R-D,10,170
6,12,O-L-D,20,150
7,12,O-R-D,20,150
8,12,O-L-D,20,150
9,12,O-R-D,20,150
10,12,O-L-D,20,150
11,12,O-R-D,20,150
12,12,O-L-D,20,150
13,12,O-R-D,20,150
14,12,O-L-D,30,130
15,12,O-R-D,30,130
16,12,O-L-D,40,110
17,12,O-R-D,30,130
18,12,O-L-D,30,130
19,12,O-R-D,30,130
20,12,O-L-D,30,130
21,12,O-R-D,40,110
22,12,O-L-D,40,110
23,12,O-R-D,50,90
24,12,O-L-D,50,90
25,12,O-R-D,50,90
26,12,O-L-D,60,70
27,12,O-R-D,30,130
28,12,O-L-D,30,130
29,12,O-R-D,40,110
30,12,O-L-D,40,110
31,12,O-R-D,30,130
32,12,O-L-D,30,130
33,12,O-R-D,30,130
34,12,O-L-D,40,110
35,12,O-R-D,40,110
36,12,O-L-D,50,90
37,12,O-R-D,40,110
38,12,O-L-D,40,110
39,12,O-R-D,30,130
40,12,O-L-D,30,130
1,13,O-L-D,140,0
2,13,O-R-D,180,0
3,13,O-R-D,10,170
4,13,O-L-D,10,170
5,13,O-R-D,10,170
6,13,O-L-D,20,150
7,13,O-R-D,20,150
8,13,O-L-D,20,150
9,13,O-R-D,20,150
10,13,O-L-D,20,150
11,13,O-R-D,20,150
12,13,O-L-D,20,150
13,13,O-R-D,20,150
14,13,O-L-D,30,130
15,13,O-R-D,30,130
16,13,O-L-D,40,110
17,13,O-R-D,30,130
18,13,O-L-D,30,130
19,13,O-R-D,30,130
20,13,O-L-D,30,130
21,13,O-R-D,40,110
22,13,O-L-D,40,110
23,13,O-R-D,50,90
24,13,O-L-D,50,90
25,13,O-R-D,50,90
26,13,O-L-D,60,70
27,13,O-R-D,30,130
28,13,O-L-D,30,130
29,13,O-R-D,40,110
30,13,O-L-D,40,110
31,13,O-R-D,30,130
32,13,O-L-D,30,130
33,13,O-R-D,30,130
34,13,O-L-D,40,110
35,13,O-R-D,40,110
36,13,O-L-D,50,90
37,13,O-R-D,40,110
38,13,O-L-D,40,110
39,13,O-R-D,30,130
40,13,O-L-D,30,130
1,14,O-R-D,60,70
2,14,O-L-D,20,150
3,14,O-R-D,10,170
4,14,O-L-D,10,170
5,14,O-R-D,10,170
6,14,O-L-D,20,150
7,14,O-R-D,20,150
8,14,O-L-D,20,150
9,14,O-R-D,20,150
10,14,O-L-D,20,150
11,14,O-R-D,20,150
12,14,O-L-D,20,150
13,14,O-R-D,20,150
14,14,O-L-D,30,130
15,14,O-R-D,30,130
16,14,O-L-D,40,110
17,14,O-R-D,30,130
18,14,O-L-D,30,130
19,14,O-R-D,30,130
20,14,O-L-D,30,130
21,14,O-R-D,40,110
22,14,O-L-D,40,110
23,14,O-R-D,50,90
24,14,O-L-D,50,90
25,14,O-R-D,50,90
26,14,O-L-D,60,70
27,14,O-R-D,30,130
28,14,O-L-D,30,130
29,14,O-R-D,40,110
30,14,O-L-D,40,110
31,14,O-R-D,30,130
32,14,O-L-D,30,130
33,14,O-R-D,30,130
34,14,O-L-D,40,110
35,14,O-R-D,40,110
36,14,O-L-D,50,90
37,14,O-R-D,40,110
38,14,O-L-D,40,110
39,14,O-R-D,30,130
40,14,O-L-D,30,130
1,15,O-R-D,60,70
2,15,O-L-D,20,150
3,15,O-R-D,10,170
4,15,O-L-D,10,170
5,15,O-R-D,10,170
6,15,O-L-D,20,150
7,15,O-R-D,20,150
8,15,O-L-D,20,150
9,15,O-R-D,20,150
10,15,O-L-D,20,150
11,15,O-R-D,20,150
12,15,O-L-D,20,150
13,15,O-R-D,20,150
14,15,O-L-D,30,130
15,15,O-R-D,30,130
16,15,O-L-D,40,110
17,15,O-R-D,30,130
18,15,O-L-D,30,130
19,15,O-R-D,30,130
20,15,O-L-D,30,130
21,15,O-R-D,40,110
22,15,O-L-D,40,110
23,15,O-R-D,50,90
24,15,O-L-D,50,90
25,15,O-R-D,50,90
26,15,O-L-D,60,70
27,15,O-R-D,30,130
28,15,O-L-D,30,130
29,15,O-R-D,40,110
30,15,O-L-D,40,110
31,15,O-R-D,30,130
32,15,O-L-D,30,130
33,15,O-R-D,30,130
34,15,O-L-D,40,110
35,15,O-R-D,40,110
36,15,O-L-D,50,90
37,15,O-R-D,40,110
38,15,O-L-D,40,110
39,15,O-R-D,30,130
40,15,O-L-D,30,130
1,16,O-R-D,60,70
2,16,O-L-D,20,150
3,16,O-R-D,10,170
4,16,O-L-D,10,170
5,16,O-R-D,10,170
6,16,O-L-D,20,150
7,16,O-R-D,20,150
8,16,O-L-D,20,150
9,16,O-R-D,20,150
10,16,O-L-D,20,150
11,16,O-R-D,20,150
12,16,O-L-D,20,150
13,16,O-R-D,20,150
14,16,O-L-D,30,130
15,16,O-R-D,30,130
16,16,O-L-D,40,110
17,16,O-R-D,30,130
18,16,O-L-D,30,130
19,16,O-R-D,30,130
20,16,O-L-D,30,130
21,16,O-R-D,40,110
22,16,O-L-D,40,110
23,16,O-R-D,50,90
24,16,O-L-D,50,90
25,16,O-R-D,50,90
26,16,O-L-D,60,70
27,16,O-R-D,30,130
28,16,O-L-D,30,130
29,16,O-R-D,40,110
30,16,O-L-D,40,110
31,16,O-R-D,30,130
32,16,O-L-D,30,130
33,16,O-R-D,30,130
34,16,O-L-D,40,110
35,16,O-R-D,40,110
36,16,O-L-D,50,90
37,16,O-R-D,40,110
38,16,O-L-D,40,110
39,16,O-R-D,30,130
40,16,O-L-D,30,130
1,17,O-R-D,60,70
2,17,O-L-D,20,150
3,17,O-R-D,10,170
4,17,O-L-D,10,170
5,17,O-R-D,10,170
6,17,O-L-D,20,150
7,17,O-R-D,20,150
8,17,O-L-D,20,150
9,17,O-R-D,20,150
10,17,O-L-D,20,150
11,17,O-R-D,20,150
12,17,O-L-D,20,150
13,17,O-R-D,20,150
14,17,O-L-D,30,130
15,17,O-R-D,30,130
16,17,O-L-D,40,110
17,17,O-R-D,30,130
18,17,O-L-D,30,130
19,17,O-R-D,30,130
20,17,O-L-D,30,130
21,17,O-R-D,40,110
22,17,O-L-D,40,110
23,17,O-L-D,150,0
24,17,O-L-D,50,90
25,17,O-R-D,50,90
26,17,O-L-D,60,70
27,17,O-R-D,30,130
28,17,O-L-D,30,130
29,17,O-R-D,40,110
30,17,O-L-D,40,110
31,17,O-R-D,30,130
32,17,O-L-D,30,130
33,17,O-R-D,30,130
34,17,O-L-D,40,110
35,17,O-R-D,40,110
36,17,O-L-D,50,90
37,17,O-R-D,40,110
38,17,O-L-D,40,110
39,17,O-R-D,30,130
40,17,O-L-D,30,130
