Round,Agent,Route,Cost,Regret
5,15,O-R-D,320,100
5,16,O-R-D,320,100
5,17,O-L-D,310,90
6,0,O-L-R-D,210,0
6,1,O-R-D,330,110
6,2,O-R-D,330,110
6,3,O-L-D,300,80
6,4,O-L-R-D,210,0
6,5,O-R-D,330,110
6,6,O-L-D,300,80
6,7,O-L-D,300,80
6,8,O-R-D,330,110
6,9,O-R-D,330,110
6,10,O-R-D,330,110
6,11,O-R-D,330,110
6,12,O-L-R-D,210,0
6,13,O-L-D,300,80
6,14,O-L-D,300,80
6,15,O-R-D,330,110
6,16,O-R-D,330,110
6,17,O-L-D,300,80
7,0,O-L-R-D,220,0
7,1,O-R-D,290,60
7,2,O-L-D,350,120
7,3,O-L-D,350,120
7,4,O-L-R-D,220,0
7,5,O-L-D,350,120
7,6,O-L-D,350,120
7,7,O-L-D,350,120
7,8,O-R-D,290,60
7,9,O-R-D,290,60
7,10,O-L-D,350,120
7,11,O-R-D,290,60
7,12,O-L-R-D,220,0
7,13,O-L-D,350,120
7,14,O-L-D,350,120
7,15,O-L-R-D,220,0
7,16,O-L-D,350,120
7,17,O-L-D,350,120
8,0,O-L-R-D,210,0
8,1,O-R-D,320,100
8,2,O-L-D,310,90
8,3,O-R-D,320,100
8,4,O-R-D,320,100
8,5,O-L-D,310,90
8,6,O-L-D,310,90
8,7,O-R-D,320,100
8,8,O-R-D,320,100
8,9,O-L-D,310,90
8,10,O-R-D,320,100
8,11,O-L-D,310,90
8,12,O-L-R-D,210,0
8,13,O-L-D,310,90
8,14,O-R-D,320,100
8,15,O-L-R-D,210,0
8,16,O-R-D,320,100
8,17,O-L-D,310,90
9,0,O-L-R-D,220,0
9,1,O-R-D,340,110
9,2,O-L-D,300,70
9,3,O-R-D,340,110
9,4,O-L-R-D,220,0
9,5,O-R-D,340,110
9,6,O-L-D,300,70
9,7,O-R-D,340,110
9,8,O-R-D,340,110
9,9,O-R-D,340,110
9,10,O-R-D,340,110
9,11,O-R-D,340,110
9,12,O-L-R-D,220,0
9,13,O-L-D,300,70
9,14,O-L-D,300,70
9,15,O-L-R-D,220,0
9,16,O-R-D,340,110
9,17,O-L-D,300,70
10,0,O-L-R-D,230,0
10,1,O-R-D,330,90
10,2,O-R-D,330,90
10,3,O-L-D,320,80
10,4,O-L-R-D,230,0
10,5,O-R-D,330,90
10,6,O-L-D,320,80
10,7,O-R-D,330,90
10,8,O-L-R-D,230,0
10,9,O-R-D,330,90
10,10,O-R-D,330,90
10,11,O-L-D,320,80
10,12,O-L-R-D,230,0
10,13,O-L-D,320,80
10,14,O-L-D,320,80
10,15,O-L-R-D,230,0
10,16,O-R-D,330,90
10,17,O-L-D,320,80
11,0,O-L-R-D,260,0
11,1,O-L-R-D,260,0
11,2,O-R-D,320,50
11,3,O-L-D,360,90
11,4,O-L-R-D,260,0
11,5,O-L-R-D,260,0
11,6,O-L-D,360,90
11,7,O-L-D,360,90
11,8,O-L-R-D,260,0
11,9,O-R-D,320,50
11,10,O-L-R-D,260,0
11,11,O-L-D,360,90
11,12,O-L-R-D,260,0
11,13,O-L-D,360,90
11,14,O-L-D,360,90
11,15,O-L-R-D,260,0
11,16,O-R-D,320,50
11,17,O-L-D,360,90
12,0,O-L-R-D,240,0
12,1,O-L-R-D,240,0
12,2,O-R-D,350,100
12,3,O-R-D,350,100
12,4,O-L-R-D,240,0
12,5,O-L-R-D,240,0
12,6,O-R-D,350,100
12,7,O-R-D,350,100
12,8,O-L-R-D,240,0
12,9,O-L-D,310,60
12,10,O-R-D,350,100
12,11,O-L-D,310,60
12,12,O-L-R-D,240,0
12,13,O-L-D,310,60
12,14,O-R-D,350,100
12,15,O-R-D,350,100
12,16,O-R-D,350,100
12,17,O-L-D,310,60
13,0,O-L-R-D,250,0
13,1,O-L-R-D,250,0
13,2,O-R-D,350,90
13,3,O-R-D,350,90
13,4,O-L-R-D,250,0
13,5,O-L-R-D,250,0
13,6,O-L-D,320,60
13,7,O-R-D,350,90
13,8,O-R-D,350,90
13,9,O-L-D,320,60
13,10,O-R-D,350,90
13,11,O-L-D,320,60
13,12,O-L-R-D,250,0
13,13,O-L-D,320,60
13,14,O-R-D,350,90
13,15,O-L-R-D,250,0
13,16,O-L-R-D,250,0
13,17,O-R-D,350,90
14,0,O-L-R-D,240,0
14,1,O-L-R-D,240,0
14,2,O-L-D,340,90
14,3,O-R-D,320,70
14,4,O-L-R-D,240,0
14,5,O-L-R-D,240,0
14,6,O-L-D,340,90
14,7,O-R-D,320,70
14,8,O-L-R-D,240,0
14,9,O-R-D,320,70
14,10,O-L-D,340,90
14,11,O-L-D,340,90
14,12,O-L-D,340,90
14,13,O-L-D,340,90
14,14,O-R-D,320,70
14,15,O-L-R-D,240,0
14,16,O-R-D,320,70
14,17,O-L-D,340,90
15,0,O-L-R-D,260,0
15,1,O-L-R-D,260,0
15,2,O-L-D,350,80
15,3,O-L-D,350,80
15,4,O-L-R-D,260,0
15,5,O-L-R-D,260,0
15,6,O-L-D,350,80
15,7,O-L-R-D,260,0
15,8,O-L-R-D,260,0
15,9,O-R-D,330,60
15,10,O-L-D,350,80
15,11,O-R-D,330,60
15,12,O-L-R-D,260,0
15,13,O-L-D,350,80
15,14,O-R-D,330,60
15,15,O-L-R-D,260,0
15,16,O-R-D,330,60
15,17,O-L-D,350,80
16,0,O-L-D,300,60
16,1,O-L-R-D,230,0
16,2,O-R-D,350,110
16,3,O-R-D,350,110
16,4,O-L-D,300,60
16,5,O-L-R-D,230,0
16,6,O-L-D,300,60
16,7,O-R-D,350,110
16,8,O-L-R-D,230,0
16,9,O-R-D,350,110
16,10,O-R-D,350,110
16,11,O-R-D,350,110
16,12,O-L-R-D,230,0
16,13,O-L-D,300,60
16,14,O-R-D,350,110
16,15,O-L-R-D,230,0
16,16,O-R-D,350,110
16,17,O-R-D,350,110
17,0,O-L-R-D,250,0
17,1,O-L-R-D,250,0
17,2,O-L-D,330,70
17,3,O-R-D,340,80
17,4,O-L-R-D,250,0
17,5,O-L-R-D,250,0
17,6,O-L-D,330,70
17,7,O-R-D,340,80
17,8,O-L-R-D,250,0
17,9,O-L-D,330,70
17,10,O-R-D,340,80
17,11,O-L-D,330,70
17,12,O-R-D,340,80
17,13,O-L-D,330,70
17,14,O-R-D,340,80
17,15,O-L-R-D,250,0
17,16,O-L-R-D,250,0
17,17,O-R-D,340,80
18,0,O-L-R-D,270,0
18,1,O-L-R-D,270,0
18,2,O-L-D,350,70
18,3,O-R-D,340,60
18,4,O-L-R-D,270,0
18,5,O-L-R-D,270,0
18,6,O-R-D,340,60
18,7,O-L-R-D,270,0
18,8,O-L-R-D,270,0
18,9,O-L-D,350,70
18,10,O-L-R-D,270,0
18,11,O-R-D,340,60
18,12,O-L-R-D,270,0
18,13,O-L-D,350,70
18,14,O-R-D,340,60
18,15,O-L-D,350,70
18,16,O-L-R-D,270,0
18,17,O-L-D,350,70
19,0,O-L-R-D,270,0
19,1,O-L-R-D,270,0
19,2,O-R-D,320,40
19,3,O-L-D,370,90
19,4,O-L-R-D,270,0
19,5,O-L-R-D,270,0
19,6,O-L-D,370,90
19,7,O-L-R-D,270,0
19,8,O-L-R-D,270,0
19,9,O-L-D,370,90
19,10,O-L-R-D,270,0
19,11,O-R-D,320,40
19,12,O-L-R-D,270,0
19,13,O-L-D,370,90
19,14,O-L-D,370,90
19,15,O-L-D,370,90
19,16,O-L-R-D,270,0
19,17,O-L-D,370,90
20,0,O-L-R-D,270,0
20,1,O-L-R-D,270,0
20,2,O-R-D,360,80
20,3,O-L-D,330,50
20,4,O-L-D,330,50
20,5,O-L-R-D,270,0
20,6,O-R-D,360,80
20,7,O-L-R-D,270,0
20,8,O-L-R-D,270,0
20,9,O-R-D,360,80
20,10,O-L-R-D,270,0
20,11,O-L-D,330,50
20,12,O-L-R-D,270,0
20,13,O-R-D,360,80
20,14,O-L-R-D,270,0
20,15,O-L-R-D,270,0
20,16,O-R-D,360,80
20,17,O-R-D,360,80
21,0,O-R-D,370,90
21,1,O-L-R-D,270,0
21,2,O-R-D,370,90
21,3,O-R-D,370,90
21,4,O-L-D,320,40
21,5,O-L-R-D,270,0
21,6,O-L-D,320,40
21,7,O-L-R-D,270,0
21,8,O-L-R-D,270,0
21,9,O-R-D,370,90
21,10,O-L-R-D,270,0
21,11,O-R-D,370,90
21,12,O-L-R-D,270,0
21,13,O-R-D,370,90
21,14,O-L-R-D,270,0
21,15,O-L-R-D,270,0
21,16,O-L-R-D,270,0
21,17,O-R-D,370,90
22,0,O-L-D,350,60
22,1,O-L-R-D,280,0
22,2,O-L-D,350,60
22,3,O-R-D,350,60
22,4,O-R-D,350,60
22,5,O-L-R-D,280,0
22,6,O-L-D,350,60
22,7,O-L-R-D,280,0
22,8,O-L-R-D,280,0
22,9,O-L-R-D,280,0
22,10,O-L-R-D,280,0
22,11,O-R-D,350,60
22,12,O-L-R-D,280,0
22,13,O-L-D,350,60
22,14,O-L-R-D,280,0
22,15,O-L-R-D,280,0
22,16,O-L-R-D,280,0
22,17,O-R-D,350,60
23,0,O-L-D,370,70
23,1,O-L-R-D,290,0
23,2,O-L-D,370,70
23,3,O-R-D,340,40
23,4,O-L-R-D,290,0
23,5,O-L-R-D,290,0
23,6,O-L-D,370,70
23,7,O-L-R-D,290,0
23,8,O-L-R-D,290,0
23,9,O-L-R-D,290,0
23,10,O-L-R-D,290,0
23,11,O-L-R-D,290,0
23,12,O-L-D,370,70
23,13,O-L-D,370,70
23,14,O-L-R-D,290,0
23,15,O-L-R-D,290,0
23,16,O-L-R-D,290,0
23,17,O-R-D,340,40
24,0,O-L-R-D,270,0
24,1,O-L-R-D,270,0
24,2,O-R-D,350,70
24,3,O-R-D,350,70
24,4,O-L-D,340,60
24,5,O-L-R-D,270,0
24,6,O-L-D,340,60
24,7,O-L-R-D,270,0
24,8,O-R-D,350,70
24,9,O-L-R-D,270,0
24,10,O-L-R-D,270,0
24,11,O-L-R-D,270,0
24,12,O-L-R-D,270,0
24,13,O-R-D,350,70
24,14,O-L-R-D,270,0
24,15,O-L-D,340,60
24,16,O-L-D,340,60
24,17,O-R-D,350,70
25,0,O-L-D,330,60
25,1,O-L-R-D,260,0
25,2,O-R-D,350,80
25,3,O-R-D,350,80
25,4,O-L-D,330,60
25,5,O-L-D,330,60
25,6,O-R-D,350,80
25,7,O-L-R-D,260,0
25,8,O-L-R-D,260,0
25,9,O-L-R-D,260,0
25,10,O-L-R-D,260,0
25,11,O-L-R-D,260,0
25,12,O-R-D,350,80
25,13,O-L-D,330,60
25,14,O-L-R-D,260,0
25,15,O-R-D,350,80
25,16,O-L-R-D,260,0
25,17,O-R-D,350,80
26,0,O-L-R-D,300,0
26,1,O-L-R-D,300,0
26,2,O-R-D,370,60
26,3,O-R-D,370,60
26,4,O-R-D,370,60
26,5,O-L-R-D,300,0
26,6,O-L-D,350,40
26,7,O-L-R-D,300,0
26,8,O-L-R-D,300,0
26,9,O-L-R-D,300,0
26,10,O-L-R-D,300,0
26,11,O-L-R-D,300,0
26,12,O-L-R-D,300,0
26,13,O-R-D,370,60
26,14,O-L-R-D,300,0
26,15,O-L-R-D,300,0
26,16,O-L-R-D,300,0
26,17,O-L-D,350,40
27,0,O-L-D,330,60
27,1,O-L-R-D,260,0
27,2,O-R-D,350,80
27,3,O-R-D,350,80
27,4,O-L-D,330,60
27,5,O-R-D,350,80
27,6,O-L-D,330,60
27,7,O-L-R-D,260,0
27,8,O-R-D,350,80
27,9,O-L-R-D,260,0
27,10,O-R-D,350,80
27,11,O-L-R-D,260,0
27,12,O-L-R-D,260,0
27,13,O-R-D,350,80
27,14,O-L-R-D,260,0
27,15,O-L-R-D,260,0
27,16,O-L-R-D,260,0
27,17,O-L-D,330,60
28,0,O-L-R-D,280,0
28,1,O-L-D,340,50
28,2,O-R-D,360,70
28,3,O-R-D,360,70
28,4,O-L-D,340,50
28,5,O-L-D,340,50
28,6,O-R-D,360,70
28,7,O-L-R-D,280,0
28,8,O-L-R-D,280,0
28,9,O-L-R-D,280,0
28,10,O-L-R-D,280,0
28,11,O-L-R-D,280,0
28,12,O-L-R-D,280,0
28,13,O-R-D,360,70
28,14,O-L-R-D,280,0
28,15,O-R-D,360,70
28,16,O-L-R-D,280,0
28,17,O-L-R-D,280,0
29,0,O-L-R-D,300,0
29,1,O-R-D,380,70
29,2,O-R-D,380,70
29,3,O-L-D,340,30
29,4,O-L-R-D,300,0
29,5,O-L-R-D,300,0
29,6,O-R-D,380,70
29,7,O-L-R-D,300,0
29,8,O-L-R-D,300,0
29,9,O-L-R-D,300,0
29,10,O-L-R-D,300,0
29,11,O-L-R-D,300,0
29,12,O-L-R-D,300,0
29,13,O-R-D,380,70
29,14,O-L-R-D,300,0
29,15,O-R-D,380,70
29,16,O-L-R-D,300,0
29,17,O-L-R-D,300,0
30,0,O-L-R-D,270,0
30,1,O-R-D,360,80
30,2,O-R-D,360,80
30,3,O-L-D,330,50
30,4,O-R-D,360,80
30,5,O-L-R-D,270,0
30,6,O-L-D,330,50
30,7,O-L-R-D,270,0
30,8,O-L-D,330,50
30,9,O-L-R-D,270,0
30,10,O-L-R-D,270,0
30,11,O-L-R-D,270,0
30,12,O-L-R-D,270,0
30,13,O-R-D,360,80
30,14,O-L-R-D,270,0
30,15,O-L-R-D,270,0
30,16,O-R-D,360,80
30,17,O-R-D,360,80
31,0,O-L-R-D,290,0
31,1,O-L-R-D,290,0
31,2,O-L-D,370,70
31,3,O-L-D,370,70
31,4,O-L-R-D,290,0
31,5,O-L-R-D,290,0
31,6,O-L-D,370,70
31,7,O-L-R-D,290,0
31,8,O-L-D,370,70
31,9,O-L-R-D,290,0
31,10,O-L-R-D,290,0
31,11,O-L-R-D,290,0
31,12,O-L-R-D,290,0
31,13,O-L-D,370,70
31,14,O-L-R-D,290,0
31,15,O-R-D,340,40
31,16,O-R-D,340,40
31,17,O-L-R-D,290,0
32,0,O-L-R-D,320,0
32,1,O-L-R-D,320,0
32,2,O-L-D,390,60
32,3,O-L-D,390,60
32,4,O-L-R-D,320,0
32,5,O-L-R-D,320,0
32,6,O-L-D,390,60
32,7,O-L-R-D,320,0
32,8,O-L-R-D,320,0
32,9,O-L-R-D,320,0
32,10,O-L-R-D,320,0
32,11,O-L-R-D,320,0
32,12,O-L-R-D,320,0
32,13,O-L-D,390,60
32,14,O-L-R-D,320,0
32,15,O-L-R-D,320,0
32,16,O-L-R-D,320,0
32,17,O-L-R-D,320,0
33,0,O-L-R-D,250,0
33,1,O-R-D,340,80
33,2,O-L-R-D,250,0
33,3,O-R-D,340,80
33,4,O-L-D,330,70
33,5,O-L-D,330,70
33,6,O-R-D,340,80
33,7,O-L-D,330,70
33,8,O-L-D,330,70
33,9,O-L-R-D,250,0
33,10,O-L-R-D,250,0
33,11,O-L-R-D,250,0
33,12,O-L-R-D,250,0
33,13,O-R-D,340,80
33,14,O-L-R-D,250,0
33,15,O-R-D,340,80
33,16,O-L-D,330,70
33,17,O-R-D,340,80
34,0,O-L-D,390,100
34,1,O-L-D,390,100
34,2,O-L-R-D,280,0
34,3,O-L-D,390,100
34,4,O-L-D,390,100
34,5,O-L-R-D,280,0
34,6,O-L-D,390,100
34,7,O-L-R-D,280,0
34,8,O-L-D,390,100
34,9,O-L-R-D,280,0
34,10,O-L-R-D,280,0
34,11,O-L-R-D,280,0
34,12,O-L-D,390,100
34,13,O-L-D,390,100
34,14,O-L-R-D,280,0
34,15,O-L-R-D,280,0
34,16,O-L-R-D,280,0
34,17,O-L-R-D,280,0
35,0,O-L-R-D,320,0
35,1,O-L-R-D,320,0
35,2,O-L-R-D,320,0
35,3,O-R-D,380,50
35,4,O-L-R-D,320,0
35,5,O-L-R-D,320,0
35,6,O-L-D,360,30
35,7,O-L-R-D,320,0
35,8,O-L-R-D,320,0
35,9,O-L-R-D,320,0
35,10,O-L-R-D,320,0
35,11,O-L-R-D,320,0
35,12,O-L-R-D,320,0
35,13,O-R-D,380,50
35,14,O-L-R-D,320,0
35,15,O-R-D,380,50
35,16,O-L-R-D,320,0
35,17,O-L-R-D,320,0
36,0,O-L-D,340,50
36,1,O-L-R-D,280,0
36,2,O-L-R-D,280,0
36,3,O-R-D,360,70
36,4,O-L-D,340,50
36,5,O-L-D,340,50
36,6,O-R-D,360,70
36,7,O-L-R-D,280,0
36,8,O-R-D,360,70
36,9,O-L-R-D,280,0
36,10,O-L-R-D,280,0
36,11,O-L-R-D,280,0
36,12,O-L-R-D,280,0
36,13,O-R-D,360,70
36,14,O-R-D,360,70
36,15,O-L-R-D,280,0
36,16,O-L-R-D,280,0
36,17,O-L-R-D,280,0
37,0,O-L-R-D,290,0
37,1,O-L-R-D,290,0
37,2,O-L-R-D,290,0
37,3,O-R-D,360,60
37,4,O-L-D,350,50
37,5,O-L-D,350,50
37,6,O-L-D,350,50
37,7,O-R-D,360,60
37,8,O-L-R-D,290,0
37,9,O-L-R-D,290,0
37,10,O-L-R-D,290,0
37,11,O-L-R-D,290,0
37,12,O-L-R-D,290,0
37,13,O-R-D,360,60
37,14,O-L-R-D,290,0
37,15,O-R-D,360,60
37,16,O-L-R-D,290,0
37,17,O-L-R-D,290,0
38,0,O-L-R-D,280,0
38,1,O-L-R-D,280,0
38,2,O-L-R-D,280,0
38,3,O-L-D,360,70
38,4,O-L-R-D,280,0
38,5,O-L-D,360,70
38,6,O-R-D,340,50
38,7,O-L-R-D,280,0
38,8,O-R-D,340,50
38,9,O-L-D,360,70
38,10,O-L-D,360,70
38,11,O-L-R-D,280,0
38,12,O-L-R-D,280,0
38,13,O-R-D,340,50
38,14,O-L-R-D,280,0
38,15,O-L-R-D,280,0
38,16,O-L-D,360,70
38,17,O-L-R-D,280,0
39,0,O-L-R-D,280,0
39,1,O-R-D,370,80
39,2,O-L-R-D,280,0
39,3,O-R-D,370,80
39,4,O-L-D,330,40
39,5,O-L-R-D,280,0
39,6,O-L-D,330,40
39,7,O-R-D,370,80
39,8,O-R-D,370,80
39,9,O-L-R-D,280,0
39,10,O-R-D,370,80
39,11,O-L-R-D,280,0
39,12,O-L-R-D,280,0
39,13,O-R-D,370,80
39,14,O-L-R-D,280,0
39,15,O-L-R-D,280,0
39,16,O-L-R-D,280,0
39,17,O-L-R-D,280,0
40,0,O-L-R-D,300,0
40,1,O-L-R-D,300,0
40,2,O-L-R-D,300,0
40,3,O-R-D,370,60
40,4,O-R-D,370,60
40,5,O-L-R-D,300,0
40,6,O-L-D,350,40
40,7,O-L-R-D,300,0
40,8,O-R-D,370,60
40,9,O-L-R-D,300,0
40,10,O-L-D,350,40
40,11,O-L-R-D,300,0
40,12,O-L-R-D,300,0
40,13,O-R-D,370,60
40,14,O-L-R-D,300,0
40,15,O-L-R-D,300,0
40,16,O-L-R-D,300,0
40,17,O-L-R-D,300,0
