Round,Agent,Route,Cost,Regret
8,17,O-L-R-D,330,0
9,0,O-L-R-D,280,0
9,1,O-L-R-D,280,0
9,2,O-R-D,350,60
9,3,O-L-R-D,280,0
9,4,O-L-D,350,60
9,5,O-R-D,350,60
9,6,O-R-D,350,60
9,7,O-L-R-D,280,0
9,8,O-L-D,350,60
9,9,O-L-D,350,60
9,10,O-L-R-D,280,0
9,11,O-L-R-D,280,0
9,12,O-L-R-D,280,0
9,13,O-L-R-D,280,0
9,14,O-R-D,350,60
9,15,O-L-D,350,60
9,16,O-L-R-D,280,0
9,17,O-L-R-D,280,0
10,0,O-L-R-D,310,0
10,1,O-L-R-D,310,0
10,2,O-L-R-D,310,0
10,3,O-L-R-D,310,0
10,4,O-L-R-D,310,0
10,5,O-R-D,370,50
10,6,O-L-R-D,310,0
10,7,O-L-R-D,310,0
10,8,O-L-D,360,40
10,9,O-L-R-D,310,0
10,10,O-L-R-D,310,0
10,11,O-L-R-D,310,0
10,12,O-R-D,370,50
10,13,O-L-R-D,310,0
10,14,O-L-R-D,310,0
10,15,O-L-D,360,40
10,16,O-L-R-D,310,0
10,17,O-R-D,370,50
11,0,O-L-R-D,310,0
11,1,O-L-R-D,310,0
11,2,O-R-D,370,50
11,3,O-L-R-D,310,0
11,4,O-L-R-D,310,0
11,5,O-R-D,370,50
11,6,O-L-R-D,310,0
11,7,O-L-R-D,310,0
11,8,O-L-R-D,310,0
11,9,O-L-D,360,40
11,10,O-L-R-D,310,0
11,11,O-L-R-D,310,0
11,12,O-L-R-D,310,0
11,13,O-L-R-D,310,0
11,14,O-R-D,370,50
11,15,O-L-R-D,310,0
11,16,O-L-D,360,40
11,17,O-L-R-D,310,0
12,0,O-L-R-D,310,0
12,1,O-L-R-D,310,0
12,2,O-L-R-D,310,0
12,3,O-L-R-D,310,0
12,4,O-L-R-D,310,0
12,5,O-L-D,360,40
12,6,O-L-R-D,310,0
12,7,O-L-R-D,310,0
12,8,O-L-R-D,310,0
12,9,O-L-D,360,40
12,10,O-L-R-D,310,0
12,11,O-R-D,370,50
12,12,O-L-R-D,310,0
12,13,O-L-R-D,310,0
12,14,O-R-D,370,50
12,15,O-R-D,370,50
12,16,O-L-R-D,310,0
12,17,O-L-R-D,310,0
13,0,O-L-R-D,320,0
13,1,O-L-R-D,320,0
13,2,O-L-D,390,60
13,3,O-L-R-D,320,0
13,4,O-L-R-D,320,0
13,5,O-L-D,390,60
13,6,O-L-R-D,320,0
13,7,O-L-R-D,320,0
13,8,O-L-R-D,320,0
13,9,O-L-R-D,320,0
13,10,O-L-R-D,320,0
13,11,O-L-D,390,60
13,12,O-L-R-D,320,0
13,13,O-L-R-D,320,0
13,14,O-L-D,390,60
13,15,O-L-R-D,320,0
13,16,O-L-R-D,320,0
13,17,O-L-R-D,320,0
14,0,O-L-R-D,300,0
14,1,O-L-D,360,50
14,2,O-L-R-D,300,0
14,3,O-L-R-D,300,0
14,4,O-L-R-D,300,0
14,5,O-R-D,360,50
14,6,O-L-R-D,300,0
14,7,O-L-R-D,300,0
14,8,O-L-R-D,300,0
14,9,O-L-R-D,300,0
14,10,O-L-R-D,300,0
14,11,O-L-R-D,300,0
14,12,O-R-D,360,50
14,13,O-L-D,360,50
14,14,O-R-D,360,50
14,15,O-L-R-D,300,0
14,16,O-L-D,360,50
14,17,O-L-R-D,300,0
15,0,O-L-R-D,350,0
15,1,O-L-R-D,350,0
15,2,O-L-R-D,350,0
15,3,O-L-R-D,350,0
15,4,O-L-R-D,350,0
15,5,O-R-D,390,30
15,6,O-L-R-D,350,0
15,7,O-L-R-D,350,0
15,8,O-L-R-D,350,0
15,9,O-L-R-D,350,0
15,10,O-L-R-D,350,0
15,11,O-L-R-D,350,0
15,12,O-L-R-D,350,0
15,13,O-L-R-D,350,0
15,14,O-L-R-D,350,0
15,15,O-L-R-D,350,0
15,16,O-L-R-D,350,0
15,17,O-L-R-D,350,0
16,0,O-R-D,320,30
16,1,O-L-D,380,90
16,2,O-L-R-D,280,0
16,3,O-L-R-D,280,0
16,4,O-L-R-D,280,0
16,5,O-L-D,380,90
16,6,O-L-D,380,90
16,7,O-L-D,380,90
16,8,O-L-D,380,90
16,9,O-L-D,380,90
16,10,O-L-R-D,280,0
16,11,O-L-D,380,90
16,12,O-L-R-D,280,0
16,13,O-L-R-D,280,0
16,14,O-L-R-D,280,0
16,15,O-L-R-D,280,0
16,16,O-L-R-D,280,0
16,17,O-L-R-D,280,0
17,0,O-R-D,370,70
17,1,O-L-R-D,290,0
17,2,O-L-R-D,290,0
17,3,O-L-R-D,290,0
17,4,O-L-D,340,40
17,5,O-L-D,340,40
17,6,O-L-R-D,290,0
17,7,O-R-D,370,70
17,8,O-R-D,370,70
17,9,O-L-R-D,290,0
17,10,O-L-R-D,290,0
17,11,O-L-R-D,290,0
17,12,O-R-D,370,70
17,13,O-L-R-D,290,0
17,14,O-R-D,370,70
17,15,O-L-R-D,290,0
17,16,O-L-R-D,290,0
17,17,O-L-R-D,290,0
18,0,O-L-D,380,70
18,1,O-R-D,340,30
18,2,O-L-R-D,300,0
18,3,O-L-R-D,300,0
18,4,O-L-D,380,70
18,5,O-L-D,380,70
18,6,O-L-R-D,300,0
18,7,O-L-R-D,300,0
18,8,O-L-R-D,300,0
18,9,O-L-R-D,300,0
18,10,O-L-R-D,300,0
18,11,O-L-R-D,300,0
18,12,O-L-D,380,70
18,13,O-L-R-D,300,0
18,14,O-L-R-D,300,0
18,15,O-L-R-D,300,0
18,16,O-L-R-D,300,0
18,17,O-L-D,380,70
19,0,O-L-R-D,360,0
19,1,O-L-R-D,360,0
19,2,O-L-R-D,360,0
19,3,O-L-R-D,360,0
19,4,O-L-R-D,360,0
19,5,O-L-R-D,360,0
19,6,O-L-R-D,360,0
19,7,O-L-R-D,360,0
19,8,O-L-R-D,360,0
19,9,O-L-R-D,360,0
19,10,O-L-R-D,360,0
19,11,O-L-R-D,360,0
19,12,O-L-R-D,360,0
19,13,O-L-R-D,360,0
19,14,O-L-R-D,360,0
19,15,O-L-R-D,360,0
19,16,O-L-R-D,360,0
19,17,O-L-R-D,360,0
20,0,O-R-D,390,50
20,1,O-L-R-D,330,0
20,2,O-L-R-D,330,0
20,3,O-R-D,390,50
20,4,O-L-R-D,330,0
20,5,O-L-R-D,330,0
20,6,O-L-R-D,330,0
20,7,O-L-R-D,330,0
20,8,O-L-R-D,330,0
20,9,O-L-R-D,330,0
20,10,O-L-R-D,330,0
20,11,O-L-R-D,330,0
20,12,O-L-R-D,330,0
20,13,O-L-R-D,330,0
20,14,O-L-R-D,330,0
20,15,O-L-R-D,330,0
20,16,O-L-R-D,330,0
20,17,O-R-D,390,50
21,0,O-L-D,340,60
21,1,O-L-R-D,270,0
21,2,O-R-D,350,70
21,3,O-L-D,340,60
21,4,O-L-R-D,270,0
21,5,O-R-D,350,70
21,6,O-L-R-D,270,0
21,7,O-L-R-D,270,0
21,8,O-R-D,350,70
21,9,O-L-R-D,270,0
21,10,O-R-D,350,70
21,11,O-L-R-D,270,0
21,12,O-R-D,350,70
21,13,O-L-D,340,60
21,14,O-L-R-D,270,0
21,15,O-L-R-D,270,0
21,16,O-L-R-D,270,0
21,17,O-L-D,340,60
22,0,O-L-D,360,70
22,1,O-L-R-D,280,0
22,2,O-L-R-D,280,0
22,3,O-L-D,360,70
22,4,O-L-R-D,280,0
22,5,O-R-D,340,50
22,6,O-R-D,340,50
22,7,O-L-R-D,280,0
22,8,O-R-D,340,50
22,9,O-L-R-D,280,0
22,10,O-L-R-D,280,0
22,11,O-L-D,360,70
22,12,O-L-D,360,70
22,13,O-L-R-D,280,0
22,14,O-L-R-D,280,0
22,15,O-L-R-D,280,0
22,16,O-L-R-D,280,0
22,17,O-L-D,360,70
23,0,O-R-D,380,60
23,1,O-L-R-D,310,0
23,2,O-R-D,380,60
23,3,O-L-D,350,30
23,4,O-L-R-D,310,0
23,5,O-R-D,380,60
23,6,O-L-R-D,310,0
23,7,O-R-D,380,60
23,8,O-L-R-D,310,0
23,9,O-L-R-D,310,0
23,10,O-L-R-D,310,0
23,11,O-L-R-D,310,0
23,12,O-L-R-D,310,0
23,13,O-L-R-D,310,0
23,14,O-L-R-D,310,0
23,15,O-L-R-D,310,0
23,16,O-L-R-D,310,0
23,17,O-L-R-D,310,0
24,0,O-L-R-D,300,0
24,1,O-L-R-D,300,0
24,2,O-L-R-D,300,0
24,3,O-L-D,380,70
24,4,O-L-D,380,70
24,5,O-L-D,380,70
24,6,O-L-R-D,300,0
24,7,O-L-R-D,300,0
24,8,O-R-D,340,30
24,9,O-L-R-D,300,0
24,10,O-L-R-D,300,0
24,11,O-L-R-D,300,0
24,12,O-L-R-D,300,0
24,13,O-L-R-D,300,0
24,14,O-L-D,380,70
24,15,O-L-D,380,70
24,16,O-L-R-D,300,0
24,17,O-L-R-D,300,0
25,0,O-L-R-D,310,0
25,1,O-R-D,380,60
25,2,O-L-R-D,310,0
25,3,O-L-R-D,310,0
25,4,O-L-R-D,310,0
25,5,O-R-D,380,60
25,6,O-R-D,380,60
25,7,O-L-D,350,30
25,8,O-R-D,380,60
25,9,O-L-R-D,310,0
25,10,O-L-R-D,310,0
25,11,O-L-R-D,310,0
25,12,O-L-R-D,310,0
25,13,O-L-R-D,310,0
25,14,O-L-R-D,310,0
25,15,O-L-R-D,310,0
25,16,O-L-R-D,310,0
25,17,O-L-R-D,310,0
26,0,O-L-R-D,340,0
26,1,O-L-R-D,340,0
26,2,O-L-R-D,340,0
26,3,O-L-D,380,30
26,4,O-L-R-D,340,0
26,5,O-R-D,380,30
26,6,O-L-R-D,340,0
26,7,O-L-R-D,340,0
26,8,O-L-R-D,340,0
26,9,O-L-R-D,340,0
26,10,O-L-R-D,340,0
26,11,O-L-R-D,340,0
26,12,O-L-R-D,340,0
26,13,O-L-R-D,340,0
26,14,O-L-R-D,340,0
26,15,O-L-R-D,340,0
26,16,O-L-R-D,340,0
26,17,O-L-R-D,340,0
27,0,O-L-R-D,310,0
27,1,O-L-R-D,310,0
27,2,O-L-R-D,310,0
27,3,O-L-D,360,40
27,4,O-L-R-D,310,0
27,5,O-R-D,370,50
27,6,O-L-D,360,40
27,7,O-L-R-D,310,0
27,8,O-R-D,370,50
27,9,O-L-R-D,310,0
27,10,O-L-R-D,310,0
27,11,O-L-R-D,310,0
27,12,O-L-R-D,310,0
27,13,O-L-R-D,310,0
27,14,O-L-R-D,310,0
27,15,O-L-R-D,310,0
27,16,O-R-D,370,50
27,17,O-L-R-D,310,0
28,0,O-L-D,350,50
28,1,O-L-R-D,290,0
28,2,O-L-R-D,290,0
28,3,O-L-D,350,50
28,4,O-L-R-D,290,0
28,5,O-R-D,360,60
28,6,O-L-R-D,290,0
28,7,O-L-R-D,290,0
28,8,O-R-D,360,60
28,9,O-L-R-D,290,0
28,10,O-R-D,360,60
28,11,O-L-R-D,290,0
28,12,O-R-D,360,60
28,13,O-L-D,350,50
28,14,O-L-R-D,290,0
28,15,O-L-R-D,290,0
28,16,O-L-R-D,290,0
28,17,O-L-R-D,290,0
29,0,O-L-R-D,330,0
29,1,O-L-R-D,330,0
29,2,O-L-R-D,330,0
29,3,O-L-D,370,30
29,4,O-L-R-D,330,0
29,5,O-R-D,380,40
29,6,O-L-R-D,330,0
29,7,O-L-R-D,330,0
29,8,O-L-R-D,330,0
29,9,O-L-R-D,330,0
29,10,O-L-R-D,330,0
29,11,O-L-R-D,330,0
29,12,O-L-R-D,330,0
29,13,O-L-R-D,330,0
29,14,O-L-R-D,330,0
29,15,O-R-D,380,40
29,16,O-L-R-D,330,0
29,17,O-L-R-D,330,0
30,0,O-L-R-D,300,0
30,1,O-L-R-D,300,0
30,2,O-L-R-D,300,0
30,3,O-L-D,380,70
30,4,O-L-R-D,300,0
30,5,O-L-R-D,300,0
30,6,O-L-R-D,300,0
30,7,O-L-D,380,70
30,8,O-L-D,380,70
30,9,O-L-D,380,70
30,10,O-L-R-D,300,0
30,11,O-L-R-D,300,0
30,12,O-L-D,380,70
30,13,O-L-R-D,300,0
30,14,O-L-R-D,300,0
30,15,O-L-R-D,300,0
30,16,O-L-R-D,300,0
30,17,O-R-D,340,30
31,0,O-L-R-D,310,0
31,1,O-L-D,370,50
31,2,O-L-R-D,310,0
31,3,O-L-D,370,50
31,4,O-L-R-D,310,0
31,5,O-R-D,360,40
31,6,O-L-R-D,310,0
31,7,O-L-R-D,310,0
31,8,O-R-D,360,40
31,9,O-L-R-D,310,0
31,10,O-L-R-D,310,0
31,11,O-L-R-D,310,0
31,12,O-L-R-D,310,0
31,13,O-L-R-D,310,0
31,14,O-L-R-D,310,0
31,15,O-L-R-D,310,0
31,16,O-L-R-D,310,0
31,17,O-L-D,370,50
32,0,O-L-D,370,60
32,1,O-L-R-D,300,0
32,2,O-L-R-D,300,0
32,3,O-L-D,370,60
32,4,O-L-R-D,300,0
32,5,O-R-D,350,40
32,6,O-L-R-D,300,0
32,7,O-L-R-D,300,0
32,8,O-R-D,350,40
32,9,O-L-R-D,300,0
32,10,O-L-R-D,300,0
32,11,O-L-R-D,300,0
32,12,O-L-R-D,300,0
32,13,O-L-D,370,60
32,14,O-L-D,370,60
32,15,O-L-R-D,300,0
32,16,O-L-R-D,300,0
32,17,O-L-R-D,300,0
33,0,O-L-R-D,330,0
33,1,O-L-D,390,50
33,2,O-L-R-D,330,0
33,3,O-L-D,390,50
33,4,O-L-R-D,330,0
33,5,O-L-R-D,330,0
33,6,O-L-R-D,330,0
33,7,O-L-R-D,330,0
33,8,O-L-R-D,330,0
33,9,O-L-R-D,330,0
33,10,O-L-R-D,330,0
33,11,O-L-R-D,330,0
33,12,O-L-R-D,330,0
33,13,O-L-R-D,330,0
33,14,O-L-R-D,330,0
33,15,O-L-R-D,330,0
33,16,O-L-D,390,50
33,17,O-L-R-D,330,0
34,0,O-L-R-D,310,0
34,1,O-L-R-D,310,0
34,2,O-L-R-D,310,0
34,3,O-R-D,370,50
34,4,O-L-R-D,310,0
34,5,O-R-D,370,50
34,6,O-L-R-D,310,0
34,7,O-L-D,360,40
34,8,O-L-R-D,310,0
34,9,O-R-D,370,50
34,10,O-L-R-D,310,0
34,11,O-L-D,360,40
34,12,O-L-R-D,310,0
34,13,O-L-R-D,310,0
34,14,O-L-R-D,310,0
34,15,O-L-R-D,310,0
34,16,O-L-R-D,310,0
34,17,O-L-R-D,310,0
35,0,O-L-R-D,320,0
35,1,O-L-R-D,320,0
35,2,O-L-R-D,320,0
35,3,O-L-R-D,320,0
35,4,O-L-R-D,320,0
35,5,O-L-D,370,40
35,6,O-L-R-D,320,0
35,7,O-L-R-D,320,0
35,8,O-R-D,370,40
35,9,O-L-D,370,40
35,10,O-L-R-D,320,0
35,11,O-L-R-D,320,0
35,12,O-L-R-D,320,0
35,13,O-L-R-D,320,0
35,14,O-R-D,370,40
35,15,O-L-R-D,320,0
35,16,O-L-R-D,320,0
35,17,O-L-R-D,320,0
36,0,O-R-D,390,70
36,1,O-L-R-D,310,0
36,2,O-L-R-D,310,0
36,3,O-R-D,390,70
36,4,O-L-R-D,310,0
36,5,O-R-D,390,70
36,6,O-R-D,390,70
36,7,O-L-R-D,310,0
36,8,O-R-D,390,70
36,9,O-L-R-D,310,0
36,10,O-L-R-D,310,0
36,11,O-L-R-D,310,0
36,12,O-L-R-D,310,0
36,13,O-L-R-D,310,0
36,14,O-L-R-D,310,0
36,15,O-L-R-D,310,0
36,16,O-L-R-D,310,0
36,17,O-L-R-D,310,0
37,0,O-L-R-D,310,0
37,1,O-L-R-D,310,0
37,2,O-L-R-D,310,0
37,3,O-L-R-D,310,0
37,4,O-L-D,370,50
37,5,O-R-D,360,40
37,6,O-L-R-D,310,0
37,7,O-L-D,370,50
37,8,O-L-D,370,50
37,9,O-L-R-D,310,0
37,10,O-L-R-D,310,0
37,11,O-L-R-D,310,0
37,12,O-L-R-D,310,0
37,13,O-L-R-D,310,0
37,14,O-L-R-D,310,0
37,15,O-L-R-D,310,0
37,16,O-L-R-D,310,0
37,17,O-R-D,360,40
38,0,O-L-R-D,340,0
38,1,O-L-R-D,340,0
38,2,O-R-D,390,40
38,3,O-L-R-D,340,0
38,4,O-L-R-D,340,0
38,5,O-R-D,390,40
38,6,O-L-R-D,340,0
38,7,O-L-R-D,340,0
38,8,O-L-R-D,340,0
38,9,O-L-R-D,340,0
38,10,O-L-R-D,340,0
38,11,O-L-R-D,340,0
38,12,O-L-R-D,340,0
38,13,O-L-R-D,340,0
38,14,O-L-R-D,340,0
38,15,O-L-R-D,340,0
38,16,O-L-R-D,340,0
38,17,O-L-R-D,340,0
39,0,O-L-R-D,320,0
39,1,O-L-R-D,320,0
39,2,O-L-R-D,320,0
39,3,O-L-R-D,320,0
39,4,O-L-R-D,320,0
39,5,O-R-D,360,30
39,6,O-L-R-D,320,0
39,7,O-L-R-D,320,0
39,8,O-L-D,380,50
39,9,O-L-R-D,320,0
39,10,O-L-D,380,50
39,11,O-L-R-D,320,0
39,12,O-L-R-D,320,0
39,13,O-L-R-D,320,0
39,14,O-L-R-D,320,0
39,15,O-L-R-D,320,0
39,16,O-L-D,380,50
39,17,O-L-R-D,320,0
40,0,O-L-R-D,310,0
40,1,O-L-R-D,310,0
40,2,O-L-R-D,310,0
40,3,O-L-D,370,50
40,4,O-L-R-D,310,0
40,5,O-R-D,360,40
40,6,O-R-D,360,40
40,7,O-L-R-D,310,0
40,8,O-L-R-D,310,0
40,9,O-L-R-D,310,0
40,10,O-L-R-D,310,0
40,11,O-L-D,370,50
40,12,O-L-R-D,310,0
40,13,O-L-R-D,310,0
40,14,O-L-R-D,310,0
40,15,O-L-R-D,310,0
40,16,O-L-R-D,310,0
40,17,O-L-D,370,50
